lambda	x	y	z
0.	2.1757131728816854	0.	2.175713172881685
0.03	2.1615194151530503	0.3023391577260129	2.1690753586356033
0.06	2.119095772696784	0.6015544009676083	2.149197943145381
0.09	2.0489143964947547	0.894551796134141	2.1161889180667295
0.12	1.9517584447987903	1.1782996606023117	2.0702279641921604
0.15	1.8287139640269736	1.449862035691998	2.0115659762810947
0.18	1.6811577036749306	1.7064302086843146	1.940524364453535
0.21	1.51074308912771	1.9453509562991267	1.8574941012280826
0.24	1.3193850518769061	2.164153088809021	1.7629344778274794
0.27	1.1092418915316282	2.3605740589271726	1.6573715302375995
0.3	0.882692370862116	2.5325860783508873	1.5413960949748613
0.33	0.6423088138418245	2.678419602351418	1.4156614567494554
0.36	0.3908287787064753	2.7965829474208874	1.280880555221949
0.39	0.13112672679129356	2.885878640991527	1.137822725703096
0.42	-0.13381545983087867	2.9454174901604446	0.9873099586545977
0.45	-0.4009410849373182	2.974630092844339	0.8302126747835755
0.48	-0.6671544639923873	2.9732744608356354	0.6674450258318775
0.51	-0.9293576912595795	2.941438953426898	0.49995974519065495
0.54	-1.1844858754703187	2.8795410804902732	0.3287425865038472
0.57	-1.42954044759855	2.788323162362136	0.15480640172069016
0.6	-1.6616220437310103	2.6688448329794277	-0.02081507810296252
0.63	-1.8779640717107677	2.5224713162417087	-0.1970736862256874
0.66	-2.0759659396836803	2.350856800612142	-0.3729134077620151
0.69	-2.2532235348171326	2.1559238010451858	-0.5472770272258856
0.72	-2.4075554296284705	1.9398403106305364	-0.7191127512249762
0.75	-2.537025382781733	1.704995634097732	-0.8873807240469939
0.78	-2.6399626286107245	1.4539740627327868	-1.0510593596448983
0.81	-2.7149803039068976	1.1895251262549857	-1.2091514221368052
0.84	-2.760990664964374	0.9145307713261043	-1.3606897978988375
0.87	-2.77721559917256	0.6319717432190117	-1.504742915031021
0.9	-2.76319250402748	0.3448953584276736	-1.6404197797169617
0.93	-2.7187769617932487	0.05638461964809257	-1.7668746130358117
0.96	-2.6441431424749307	-0.23047327069960752	-1.8833110853802861
0.99	-2.539781263725609	-0.5126201514017652	-1.988986158092966
1.02	-2.406490964992182	-0.7870603168613388	-2.0832135526416726
1.05	-2.245370909789532	-1.0508911318941458	-2.1653668761121723
1.08	-2.057806387287691	-1.3013297717837233	-2.2348824376343077
1.11	-1.8454559150461094	-1.5357380933003604	-2.2912617933540047
1.14	-1.6102356270959066	-1.7516480159027703	-2.334074057647417
1.17	-1.354299777600973	-1.9467868526911711	-2.362958015522321
1.2	-1.0800181268067701	-2.1190996686043526	-2.3776240657831686
1.23	-0.7899530623894265	-2.2667672394397003	-2.3778560168927956
1.26	-0.4868376905702591	-2.3882214179904673	-2.3635127479964297
1.29	-0.17355267006930256	-2.4821600673220576	-2.334529736819523
1.32	0.14690081175004768	-2.5475609068418192	-2.2909204447104052
1.35	0.4714310574949279	-2.5836919690294375	-2.2327775376100347
1.38	0.7968854484771782	-2.590118145211931	-2.1602739108433653
1.41	1.1200779486060035	-2.566705552348467	-2.0736634759724413
1.44	1.4378164318793825	-2.5136248335131395	-1.9732816601168972
1.47	1.7469324550146215	-2.4313521144012746	-1.8595455626459492
1.5	2.044313355751337	-2.3206657105524173	-1.732953711387443
1.53	2.326933999522332	-2.1826386793742287	-1.5940853607679755
1.56	2.5918860427213906	-2.0186291921015505	-1.4435992777276432
1.59	2.83640514759728	-1.8302699653225574	-1.2822319678140741
1.62	3.057897954524853	-1.6194555841684781	-1.1107953033503035
1.65	3.2539694097803507	-1.3883255347218937	-0.9301735276164481
1.68	3.4224489877433206	-1.139242494255449	-0.7413196230524904
1.71	3.561413877108829	-0.8747679352471889	-0.5452510469095482
1.74	3.669208629799985	-0.5976374644846117	-0.3430448537761017
1.77	3.7444622094297233	-0.3107361073892058	-0.1358322401510662
1.8	3.7861031739584248	-0.01707151902304931	0.07520743911887993
1.83	3.7933723688493237	0.28025652642561855	0.28885311997724294
1.86	3.765831836163812	0.5780893733543102	0.503848871180658
1.89	3.703369534241282	0.8732424742085837	0.7189110495680702
1.92	3.6062007773161198	1.162536077843182	0.9327356855576808
1.95	3.4748673639633583	1.4428243874437827	1.1440060162206254
1.98	3.310234087794124	1.711025520584034	1.3514000873502896
2.01	3.113481415274599	1.9641531378945254	1.553598353451942
2.04	2.88609395911069	2.1993477828604377	1.7492912150450126
2.07	2.629846162550656	2.4139050559477377	1.9371864454492234
2.1	2.346787106047754	2.6052998506379503	2.116016473524571
2.13	2.0392246425393874	2.7712086143921333	2.284545503772751
2.16	1.7097070275768422	2.909531778543683	2.4415764698593247
2.19	1.3610005222818025	3.0184159516555713	2.5859578310675215
2.22	0.9960641826975101	3.096273370484826	2.7165902325885862
2.25	0.6180250074731488	3.141797153827945	2.8324330591325495
2.28	0.2301549546023969	3.153973792442159	2.9325109164854366
2.31	-0.16415243020008924	3.132095163405013	3.0159200768865246
2.34	-0.5614091683154397	3.075769923794435	3.0818349211781295
2.37	-0.9580637282009741	2.984931863097642	3.1295144035122973
2.4	-1.3505317139570503	2.8598441721404693	3.158308553106991
2.43	-1.7352235172998105	2.7011017181975916	3.1676650124511143
2.46	-2.1085709515210147	2.509633355682718	3.157135592978137
2.49	-2.467056956465348	2.286702719082065	3.1263828082556544
2.52	-2.807248968700403	2.0339041843610417	3.075186322026782
2.55	-3.1258324768484287	1.753153693959002	3.003449224977082
2.58	-3.419641998947783	1.4466777012465502	2.9112040309793654
2.61	-3.6856906090520414	1.1170023958524875	2.7986182619446396
2.64	-3.9212006899163487	0.766941005227688	2.6659994714559896
2.67	-4.1236361989051336	0.39957519711309436	2.5137995422282673
2.7	-4.290734063938617	0.01822973372871704	2.3426180821752887
2.73	-4.420532713131906	-0.37355643206090183	2.1532047393896065
2.76	-4.511398104228084	-0.7720593542431072	1.9464602583533988
2.79	-4.562048567054644	-1.1734000619637401	1.723436108654083
2.82	-4.571578186998996	-1.573578727372211	1.485332533526189
2.85	-4.5394766156443875	-1.9685151964889451	1.233494888503817
2.88	-4.46564357565203	-2.3540941091063248	0.9694081698282432
2.91	-4.350398457849482	-2.726210663043503	0.694689667163036
2.94	-4.194486550658605	-3.0808148873954955	0.41107971447542274
2.97	-3.999082068223279	-3.41395576952688	0.12043055525270827
3.	-3.7657859012414057	-3.7218277275696954	-0.1753066180349481
3.03	-3.496615800873186	-4.00081954645176	-0.47409634679417534
3.06	-3.193989130707578	-4.247562778901222	-0.77383516641132
3.09	-2.860700779136134	-4.458976209486771	-1.0723692602882402
3.12	-2.4998984187438795	-4.632305551752137	-1.3675132910364494
3.15	-2.1150543391915737	-4.765160035405174	-1.6570701644422743
3.18	-1.7099310000435313	-4.855547172061721	-1.938851460816358
3.21	-1.28853897278896	-4.901904432304738	-2.2106982543654254
3.24	-0.8550897347802859	-4.9031250221377425	-2.470502034329201
3.27	-0.413947635563401	-4.85857629017379	-2.7162254415357525
3.3	0.030417058041752716	-4.768111843022925	-2.9459225401803684
3.33	0.47347627397540143	-4.63207903863078	-3.157758356239967
3.36	0.9106966288801425	-4.4513215223177545	-3.350027430056721
3.39	1.3375958336210145	-4.227174688850819	-3.5211711502502783
3.42	1.7497982567124206	-3.9614531122961347	-3.6697936582374675
3.45	2.1430852934924314	-3.656431863852002	-3.7946761363135484
3.48	2.513441161372587	-3.3148242485840234	-3.894789316669794
3.51	2.8570982731404118	-2.939755519130178	-3.9693040732428764
3.54	3.170583794115826	-2.5347295361861217	-4.017599982459128
3.57	3.450763549542157	-2.103587459615962	-4.039271762494042
3.6	3.6948784467865177	-1.650462271932248	-4.034133523543278
3.63	3.900573402090588	-1.179733557724218	-4.00222078388728
3.66	4.065922590448263	-0.6959818642242404	-3.9437902284469653
3.69	4.189452479601475	-0.2039380419932761	-3.859317208373267
3.72	4.270159566656931	0.2915739183226655	-3.749491002323999
3.75	4.3075197969963215	0.7856958949885098	-3.6152078827744942
3.78	4.301490745444745	1.2735909680276623	-3.4575620542305883
3.81	4.252509494140073	1.7504948778119516	-3.2778345546968155
3.84	4.161486426855035	2.2117677337288324	-3.0774802371757923
3.87	4.029792279265415	2.6529482047688737	-2.8581129741306404
3.9	3.859236962290808	3.069807278441417	-2.621489254324721
3.93	3.652042249855469	3.458396683182753	-2.369490367655247
3.96	3.4108116079297672	3.815090097452723	-2.104103398729343
3.99	3.1384977793136577	4.136619249218192	-1.8274012730502742
4.02	2.838365736242288	4.420107453119628	-1.5415221197474942
4.05	2.51394914277746	4.663100157965756	-1.2486482307154583
4.08	2.169002028888553	4.863589551304161	-0.9509849067844695
4.11	1.8074498053542682	5.02003098952954	-0.6507394862059993
4.14	1.4333422036616597	5.131351809965259	-0.3501008485701849
4.17	1.050806986264022	5.1969546510632165	-0.051219677820537525
4.2	0.6640016429600636	5.216716310144748	0.24381024884551028
4.23	0.2770626569572033	5.190981176600814	0.5329695034844234
4.26	-0.10594437905482983	5.1205479683075765	0.8143289693179908
4.29	-0.4810696957873345	5.006650167517029	1.08606414642275
4.32	-0.8445182868896123	4.850932067457866	1.346467666379378
4.35	-1.1926854142625252	4.65542188689156	1.593959924805598
4.38	-1.5221914370487104	4.422501720633652	1.827097785718829
4.41	-1.8299153970125837	4.154873490992678	2.044581356259596
4.44	-2.1130238041655973	3.8555214946532366	2.2452588727719243
4.47	-2.368991908025324	3.52767385466082	2.4281297780290703
4.5	-2.595618542452948	3.1747648250390275	2.5923461031740795
4.53	-2.7910381009498804	2.8003975670951786	2.737212295654034
4.56	-2.9537315602390257	2.4083055206930397	2.8621836553316555
4.59	-3.0825347839800146	2.002311988416698	2.966863554669475
4.62	-3.176641143916269	1.586290505614153	3.050999625359817
4.65	-3.235598286339792	1.1641291285087318	3.114479093304273
4.68	-3.259302081272409	0.7396985904066234	3.157323437003868
4.71	-3.247990227329685	0.316820935333474	3.179682532020665
4.74	-3.2022344729269205	-0.10076375260214986	3.1818284272129573
4.77	-3.122928923145685	-0.5094303605205167	3.1641488780500016
4.8	-3.0112745574027624	-0.905697195051666	3.1271407396667237
4.83	-2.868762818517671	-1.2862490626413026	3.0714032986190847
4.86	-2.6971596466679117	-1.647958814970845	2.99763159870192
4.89	-2.4984878274119904	-1.9879106884364586	2.9066097937644026
4.92	-2.275005439031261	-2.3034239875714975	2.7992045401544297
4.95	-2.029181728489498	-2.592073197937884	2.6763584240441762
4.98	-1.7636736061922662	-2.8517033283410944	2.539083405064368
5.01	-1.481303360297375	-3.080442968228445	2.3884542478461177
5.04	-1.1850347878221947	-3.2767174753962283	2.225601907478425
5.07	-0.8779453339489491	-3.4392616693434204	2.0517068335755364
5.1	-0.563195423995005	-3.567129617099054	1.8679921604477907
5.13	-0.24399836884778672	-3.659700403170545	1.675716757424998
5.16	0.07640754422478377	-3.7166809519633586	1.4761681231582873
5.19	0.3947865557987039	-3.738107213022207	1.270655120035953
5.22	0.7079352621826506	-3.7243433874396237	1.0605005588802432
5.25	1.0127150207002626	-3.676077723819629	0.8470336589520914
5.28	1.3060842422353343	-3.594314198243476	0.6315824230491912
5.31	1.5851277417580347	-3.480360990991571	0.41546598122130096
5.34	1.8470829321437228	-3.335817001398943	0.19998696849275446
5.37	2.089364948329168	-3.1625563166447552	-0.013575988765269949
5.4	2.309592277898021	-2.9627093225374974	-0.22397559711179377
5.43	2.5056119133949526	-2.73863970358268	-0.43000294778819365
5.46	2.6755213965318876	-2.4929184282072847	-0.6304942140548959
5.49	2.8176861613376847	-2.2282967861919696	-0.8243369172109024
5.52	2.930753000971637	-1.9476793862851858	-1.0104756928168728
5.55	3.0136615469340686	-1.654095998993607	-1.187917500026241
5.58	3.0656543323648795	-1.3506706756066855	-1.3557362306379115
5.61	3.086284053378742	-1.0405884258986724	-1.513076689758187
5.64	3.075416412186295	-0.727061888213192	-1.6591579359681732
5.67	3.0332286289678523	-0.41330030032354403	-1.7932759847875324
5.7	2.960205217276384	-0.10248059398628973	-1.9148058941887958
5.73	2.8571321084171744	0.20228164696355055	-2.0232032642155233
5.76	2.7250884508634563	0.49796276864094874	-2.1180051937739446
5.79	2.565434817743308	0.7816616063234106	-2.1988307459371894
5.82	2.3797980386529836	1.0506269167183728	-2.265380978320009
5.85	2.170054442604875	1.3022805493011824	-2.317438597125003
5.88	1.93831258115099	1.534238490253055	-2.354867292371245
5.91	1.6868942097879502	1.7443323715313959	-2.377610807795856
5.94	1.4183117382226074	1.9306309901407086	-2.38569179231086
5.97	1.1352427752561924	2.091458834906069	-2.3792104711621094
6.	0.8405045824502864	2.2254100409062434	-2.3583431646236344
