u	RehFC	RehFCgeo
237.	0.06165052171009783	0.0011054865241702275
238.	0.05238344943647374	0.008100988696848417
239.	0.0443346967735254	0.013887742513151249
240.	0.03818017053449283	0.01844060752737104
241.	0.03392258801347353	0.021859015046765688
242.	0.031016419465974405	0.024343377874187642
243.	0.02858630695395294	0.026161621650835045
244.	0.025673876163946462	0.027608315164208478
245.	0.02145394668540702	0.028959579715134406
246.	0.015383021209351831	0.030428012809678256
247.	0.007270032728455402	0.0321230137688119
248.	-0.002719088675065301	0.03402266377678632
249.	-0.014101882031439536	0.03596313330142662
250.	-0.026146184437163857	0.03765004663885349
251.	-0.03795375372721159	0.03869324104523201
252.	-0.04855922768363019	0.0386622748954135
253.	-0.057044339929818444	0.037155645085688034
254.	-0.06266088497138951	0.03387300523768945
255.	-0.06494559378849873	0.02867775924583828
256.	-0.06380248040951873	0.021637956547279114
257.	-0.05952912267116426	0.013036605058795407
258.	-0.052774522348386574	0.00334786206865235
259.	-0.04443429085949745	-0.006817999219044228
260.	-0.03550685136160505	-0.016791820443054155
261.	-0.026944636580951847	-0.02593153295675714
262.	-0.01953254282329989	-0.03370173202783968
263.	-0.013813099351687716	-0.039733145895668925
264.	-0.01005977584872699	-0.04385252491342574
265.	-0.00828465493180074	-0.04607950156157505
266.	-0.008260871988240074	-0.0465934078153037
267.	-0.009545679297971595	-0.04567846007007061
268.	-0.011503096143684529	-0.043659028792933735
269.	-0.013338396042154296	-0.040837368219511026
270.	-0.014162406775968474	-0.03744432304110742
271.	-0.013097486436156394	-0.03360986178222478
272.	-0.009420511759734315	-0.029355858934326316
273.	-0.0027180056902632245	-0.024609443419816822
274.	0.006986178160372023	-0.019232281532521885
275.	0.019171845004781578	-0.013059760057053687
276.	0.03285946803861136	-0.005944087211142889
277.	0.04674506154416981	0.002203641625848463
278.	0.05940649853449207	0.011376017930848126
279.	0.0695340366536026	0.021439072528569806
280.	0.07613185899751175	0.03211131017449027
281.	0.07864802159186075	0.04295431926982664
282.	0.07701278241293555	0.05337772528523076
283.	0.07159117826008389	0.06266147877007934
284.	0.06307575979614266	0.0699978940293182
285.	0.05235362294698978	0.07455413464630176
286.	0.04037758943432828	0.07555296948466741
287.	0.028058893913932535	0.07236597787002286
288.	0.01618498143932517	0.06460967008326242
289.	0.005357332375026811	0.05223208134288888
290.	-0.004056395128052812	0.03557612402460798
291.	-0.011955522941654103	0.015406921851637891
292.	-0.018516272024215612	-0.007106331071988913
293.	-0.0241652146461738	-0.030458055572295792
294.	-0.029505558801311078	-0.05292088371198475
295.	-0.035195584165448816	-0.07269757928008165
296.	-0.04179283466351758	-0.08809466289586838
297.	-0.049590998385015406	-0.09769806315707824
298.	-0.05848380642994297	-0.10052976038252026
299.	-0.06788900914532478	-0.09616600700812286
300.	-0.07675584575783097	-0.0848020583012132
301.	-0.0836642680125083	-0.06725473501446794
302.	-0.0870074890826383	-0.044901562349760366
303.	-0.0852347383063729	-0.019562573759001087
304.	-0.07712052870575102	0.006662877856296781
305.	-0.06202095744093434	0.03158752856957542
306.	-0.04007647220680216	0.05313680503802018
307.	-0.012324137575407295	0.06953948151589127
308.	0.019308852774416373	0.0794909442712216
309.	0.052144394124004144	0.08227460308036955
310.	0.08302001588063011	0.0778307706739817
311.	0.10865514950870903	0.066766529036017
312.	0.12606875661997405	0.05030452466202763
313.	0.13298597972284038	0.030173245951975847
314.	0.1281689191983295	0.008446145592286932
315.	0.11161748026119458	-0.012658104702829326
316.	0.08460862189318101	-0.030997202484781692
317.	0.04957082823015944	-0.044727643092609126
318.	0.009817887384530152	-0.05250455224528203
319.	-0.030814523923192776	-0.05363543388040673
320.	-0.0683779628582347	-0.04816732107580566
321.	-0.09921741424934699	-0.03689303945399837
322.	-0.12033552306935633	-0.021271363328830974
323.	-0.12968673098663858	-0.0032667132957122846
324.	-0.12638118579826704	0.01487487618523696
325.	-0.11078238673563741	0.03088734354493927
326.	-0.0844851269812783	0.04275147881396385
327.	-0.050165684464252056	0.04893333337987367
328.	-0.011307908988240353	0.04856392256096775
329.	0.028172846508528488	0.041538037403216974
330.	0.06436501217863516	0.02852123544745142
331.	0.0937956955305866	0.01086662419431086
332.	0.11380046827219178	-0.009545200814033787
333.	0.12277387062736235	-0.03052058650940316
334.	0.12027120201948531	-0.04979389645142011
335.	0.10696404229635935	-0.06526654995689318
336.	0.0844806617490608	-0.07521830266490379
337.	0.05517856362347015	-0.07847088436764746
338.	0.021895207319690906	-0.07449146980949217
339.	-0.012293200949811189	-0.06343097557662632
340.	-0.04429756626642272	-0.046098780341538206
341.	-0.07123694557453696	-0.02388055215457816
342.	-0.09066927023578292	0.0013906768564211503
343.	-0.1008336138501912	0.027597951326288474
344.	-0.10088178235062897	0.0525249227942314
345.	-0.0910527163274573	0.07404734557463119
346.	-0.07273147397833268	0.09031700239790953
347.	-0.04834418099819216	0.09992347380352894
348.	-0.021071953598067527	0.10201980092695816
349.	0.005587948604972058	0.09639984687398126
350.	0.02834122678615036	0.08351839458922244
351.	0.04459556790641605	0.06444982778873772
352.	0.05283819286087691	0.04078734707550827
353.	0.05281744504611246	0.014491400376340544
354.	0.04550046218611959	-0.012297622683883442
355.	0.032830395444537745	-0.03746246196365206
356.	0.01734745625361343	-0.05910535180585347
357.	0.0017576056839075074	-0.07571574270832394
358.	-0.011471484749369798	-0.08629110878037317
359.	-0.020429699926819908	-0.0903988854721041
360.	-0.023970770539521926	-0.08817555451707493
361.	-0.02180292766593474	-0.0802672063587354
362.	-0.014476333102106094	-0.06772318665843902
363.	-0.003283743781608083	-0.05185951433935114
364.	0.009911424220917658	-0.03411093967015015
365.	0.022907435086180757	-0.015889674722391618
366.	0.033441580652144656	0.0015345566205760643
367.	0.039488285052143926	0.01712351728486962
368.	0.03954317230459257	0.030124383802420336
369.	0.03285225142148928	0.04008941395997893
370.	0.01954881546510076	0.046865753369026625
371.	0.0006746096055007189	0.05056170275789313
372.	-0.02191744246336527	0.05149619049807064
373.	-0.04576103527829836	0.05013763736551833
374.	-0.06804314233164985	0.04703753268021519
375.	-0.08590447829434834	0.04276343903738867
376.	-0.09674415027959836	0.037836090390690136
377.	-0.098507658219438	0.03267564335963988
378.	-0.08994291626899684	0.027562541502243396
379.	-0.07080723134410355	0.02261824333112517
380.	-0.04200025861968221	0.017809705950298765
381.	-0.005589904769901044	0.012978776805122149
382.	0.035301761039869345	0.007893758475876367
383.	0.07677107514396442	0.0023160799049072155
384.	0.1145530973141308	-0.003928741051111429
385.	0.14454178836225265	-0.01088874700516693
386.	0.16332917819318252	-0.018444325975539414
387.	0.16866669051382652	-0.02629754265733783
388.	0.15976095635356566	-0.03399599528590386
389.	0.1373502907917285	-0.040988474420762484
390.	0.10355701718018744	-0.04670317630902684
391.	0.06155971230606907	-0.0506343779116562
392.	0.015162923969613494	-0.05242147490934116
393.	-0.031649422101759715	-0.051905634366089325
394.	-0.07510685686391592	-0.04915374724194058
395.	-0.11195329895018331	-0.04444588253765143
396.	-0.13965162915825205	-0.03822956935007465
397.	-0.15650993222187934	-0.031050387530435
398.	-0.16175205338526233	-0.023472241476546456
399.	-0.15554396672924414	-0.016001625002900484
400.	-0.1389697849868767	-0.009028187008973615
401.	-0.11393883226616318	-0.002789678697680616
402.	-0.08300671306617241	0.002635948972030165
403.	-0.04911023485652111	0.00731365277573107
404.	-0.015242017041336164	0.011415832510764015
405.	0.01588562358700992	0.015176506074208675
406.	0.04212738231019974	0.018843369433000585
407.	0.06209051549862966	0.022634473569829824
408.	0.07519252768453129	0.026703906255774814
409.	0.0815968339926603	0.031118467896202158
410.	0.08206015416961593	0.03584548830798099
411.	0.07773895900933432	0.04075094006529796
412.	0.06999824287280514	0.04560680751303479
413.	0.06024856755990644	0.050106936733993884
414.	0.04981631121329362	0.05389086655422381
415.	0.03983760996385611	0.05657502458562211
416.	0.031164741017179115	0.05778996490795172
417.	0.024283981165858788	0.05722109465191363
418.	0.01925931298806143	0.054648905227866015
419.	0.015726971240629092	0.049983561739124084
420.	0.012963947010507388	0.043288289024123704
421.	0.010037284716850715	0.03478666005143926
422.	0.0060154361886893505	0.024850723924526176
423.	0.00019815815665410067	0.013969691116146061
424.	-0.007691864892950926	0.002702143252413611
425.	-0.017407732389363786	-0.008382188755985535
426.	-0.028197046668569172	-0.01876279318535594
427.	-0.03893765596033298	-0.028021730757170293
428.	-0.048355773131342004	-0.035881569323022514
429.	-0.055271736268114206	-0.04222183160171546
430.	-0.058815979244495394	-0.047071411354688786
431.	-0.05857158129914853	-0.05057848193827553
432.	-0.05462343362573927	-0.05296326521130521
433.	-0.04751844444596534	-0.054461915232762566
434.	-0.03815854432812307	-0.05527116006092928
435.	-0.027655047179002103	-0.05550300548898934
436.	-0.01717056781320855	-0.05515686222294686
437.	-0.0077678772529268265	-0.05411335925466185
438.	-0.00027887109630891156	-0.05215050712614132
439.	0.004795940150023504	-0.048979480557497915
440.	0.007346900158314542	-0.044294685624066195
441.	0.007663258858561757	-0.03783129547027053
442.	0.006383297724443927	-0.029423104079423893
443.	0.004389055821684236	-0.01905410805730047
444.	0.0026605762753661934	-0.0068982705104716074
445.	0.0021158383491409758	0.0066569592808246435
446.	0.0034675786940030983	0.0210068504614845
447.	0.007124024740257132	0.03534802003872355
448.	0.013147954217997065	0.04872131434436758
449.	0.0212720109203178	0.060079394837929664
450.	0.030954266496132712	0.06837723404947282
451.	0.041452003234758096	0.07268048086481109
452.	0.051895419918665704	0.07228267381686763
453.	0.061353762443990434	0.06681826618267231
454.	0.06889828177935084	0.05635540329587155
455.	0.07367293992609887	0.04145147085467898
456.	0.07498104029385612	0.023156488519941235
457.	0.07238465826376654	0.0029547873977946565
458.	0.06579906180564035	-0.017356332101106348
459.	0.05555365000820601	-0.03584229982299816
460.	0.04239058431803212	-0.05064277020323007
461.	0.027384419709649114	-0.06019251337289413
462.	0.011787487250491325	-0.06342130627397932
463.	-0.0031708942226458723	-0.05990337289692204
464.	-0.016486797685670455	-0.04993295850922483
465.	-0.027537810070363704	-0.034512850726020436
466.	-0.03615650223323239	-0.015255307052977634
467.	-0.04260704855622851	0.005792358163147535
468.	-0.04747599441244645	0.026374611717685723
469.	-0.051508036259016336	0.04427731069188063
470.	-0.0554265387176732	0.057568564587139846
471.	-0.059775275390543975	0.06480229457151472
472.	-0.06480593561090774	0.06516276650599381
473.	-0.07042121076733747	0.05853750080704253
474.	-0.07617142291139639	0.04551559248911405
475.	-0.08129674787367878	0.027317018277667384
476.	-0.08480669934530168	0.00566488804472643
477.	-0.08559062356503792	-0.017383600635591644
478.	-0.08255381045257267	-0.03963031930618721
479.	-0.07477121674454865	-0.05893661206114557
480.	-0.06164509193579011	-0.073415377257755
481.	-0.04304668188823172	-0.0816008883937673
482.	-0.01941913284188306	-0.0825840517535576
483.	0.00817890329495596	-0.0761024909697469
484.	0.038101673466982754	-0.0625769367325232
485.	0.06821865753402691	-0.04308832907794373
486.	0.09608248764907883	-0.01929413601844484
487.	0.11914718328466582	0.006712330890630316
488.	0.13501850487704542	0.032589765877699475
489.	0.14171758438566343	0.055967995050525084
490.	0.137937701670955	0.074677479731761
491.	0.12326999140096163	0.08696536748547276
492.	0.09836738321488224	0.09167421191589245
493.	0.0650106704796386	0.08836265532259244
494.	0.02604163397954297	0.07735353114258038
495.	-0.014859659593542874	0.05970320083256673
496.	-0.05355160997221905	0.03709527470997531
497.	-0.08592681560716191	0.011670773307048023
498.	-0.10845833132333381	-0.014186050943075519
499.	-0.1187052454737911	-0.038082566791856044
500.	-0.1156832492438001	-0.057848362417821986
501.	-0.10002598667823816	-0.07173847307242176
502.	-0.07390265739255925	-0.07859042367647236
503.	-0.040706436709309374	-0.07792215671039746
504.	-0.004573417542014258	-0.06996439619309569
505.	0.030179048551259732	-0.055627222402500995
506.	0.05959913799683129	-0.03640603532151332
507.	0.08055221299835605	-0.014236440892347433
508.	0.09102681036195445	0.008689047438060269
509.	0.0902779752293214	0.030127056809332642
510.	0.07881851357429408	0.047994850579617526
511.	0.058284728638040156	0.060568820417589604
512.	0.031207648984507994	0.06665137214362764
513.	0.0007181345222921805	0.065688904393278
514.	-0.02978937919764779	0.057826802827741344
515.	-0.05700995542363993	0.04389277714511397
516.	-0.07806960454383156	0.025307295280326908
517.	-0.09082165198288891	0.003928624916763715
518.	-0.0940632855149517	-0.01815112646303427
519.	-0.08764382835013233	-0.038835099987151615
520.	-0.07245072599533553	-0.05624747577339086
521.	-0.0502785228270521	-0.06892707467401968
522.	-0.023604384405567204	-0.07596397091169646
523.	0.004694739011981471	-0.07706253881288422
524.	0.03164634247626072	-0.07252542152160006
525.	0.05447757918657611	-0.06316487965309305
526.	0.07088125531760114	-0.05015867265844008
527.	0.07924038113436849	-0.03487509276123459
528.	0.07880080422210409	-0.018694717773130476
529.	0.06977705399793233	-0.0028545219126371517
530.	0.05337031165994262	0.011666171297203215
531.	0.03167598359679591	0.024207324133320853
532.	0.0074672408337191735	0.0344365815837898
533.	-0.016138552391890448	0.04231224015888715
534.	-0.03609561246003085	0.048014611593469536
535.	-0.04986616295526204	0.05186219799824262
536.	-0.05580068399938207	0.05422829688991892
537.	-0.053388389292185846	0.05547021286640766
538.	-0.043327208993896145	0.055878369818223236
539.	-0.02739935116972005	0.05564760304245609
540.	-0.008178641539930047	0.05486885066820203
541.	0.011372214913595354	0.05353699083854204
542.	0.02834073079070181	0.05156978240762482
543.	0.04026924146680885	0.04883339630108801
544.	0.04547128617398445	0.04517122920127701
545.	0.04322931525654283	0.0404338877450884
546.	0.033864525856037234	0.03450891141959081
547.	0.01868393858823882	0.027348766928362533
548.	-0.0001829228764350822	0.018995032865092926
549.	-0.020041490553861726	0.009595894890430208
550.	-0.03796222936230334	-0.0005864120377176487
551.	-0.05115263953592091	-0.011181314835665316
552.	-0.057328907324413245	-0.021730639993326757
553.	-0.055036073054543846	-0.03172413455846414
554.	-0.04386568271213313	-0.040646884273952466
555.	-0.024532788411131212	-0.04803313783410921
556.	0.0012012497733674646	-0.05351910601288332
557.	0.03074384362481552	-0.05688656012073116
558.	0.060982104294247205	-0.0580898049504966
559.	0.08863448717041314	-0.05726083054835202
560.	0.11059123217013467	-0.05469081145497168
561.	0.12420823795458054	-0.05079001501822828
562.	0.12754048134880583	-0.04603185710095201
563.	0.11951732574277278	-0.04088957947783573
564.	0.10006593915984663	-0.03577527214643449
565.	0.07018000767396793	-0.03099047899361653
566.	0.03191553572856884	-0.02669551597428771
567.	-0.011715422607442908	-0.02290133862409652
568.	-0.05697881607767482	-0.019483993865921933
569.	-0.09978434312910607	-0.01621813080907911
570.	-0.13615132902250815	-0.01282338340942019
571.	-0.16270624804965425	-0.009016090704181955
572.	-0.17712009804928433	-0.004558880939141351
573.	-0.17839566236037646	0.0006981125250702484
574.	-0.16694435182379813	0.006788671765522365
575.	-0.144441854601864	0.01361667680107474
576.	-0.11350525241196956	0.020957319838729137
577.	-0.07727366949909589	0.028472312967610457
578.	-0.03898712020774437	0.03573729263759385
579.	-0.0016414241091042287	0.04227919809605481
580.	0.03224064060649019	0.04762098816053034
581.	0.06072448130180464	0.05133039876825443
582.	0.08249878078780544	0.053068467660316886
583.	0.09687321797306972	0.052632465814508464
584.	0.10376816859790775	0.04998711759772606
585.	0.10369951649051745	0.04527810436559963
586.	0.09773727747077685	0.03882327196067506
587.	0.0874072297100594	0.031079843086130272
588.	0.07451585962750075	0.022589979561702545
589.	0.06090647331312531	0.013911515234159313
590.	0.04818614811962612	0.005544552956246366
591.	0.037484680794842906	-0.002133193122623052
592.	0.02930722516264693	-0.00890974587254728
593.	0.023520016134064733	-0.014751450124131517
594.	0.019471124792678415	-0.019780851800409477
595.	0.016209532916224356	-0.02422280221384071
596.	0.012740261875408432	-0.028328481142501142
597.	0.008249577540538114	-0.03229212826879925
598.	0.0022522053058267036	-0.036177456045237866
599.	-0.005356607381128051	-0.0398693815267756
600.	-0.014330442315416376	-0.043062064933018326
601.	-0.024149496475572914	-0.04528725863646725
602.	-0.03411178460558332	-0.045979169968178246
603.	-0.04341548214108089	-0.0445651059828499
604.	-0.05122901769692618	-0.04056653159787865
605.	-0.05676007812820812	-0.033693683134842174
606.	-0.059337524770392946	-0.023918626647661863
607.	-0.05851029145413783	-0.01151599241240081
608.	-0.05415013780627102	0.002933606214832955
609.	-0.04652989458902042	0.018576594944690425
610.	-0.03634410801587747	0.03435024821238977
611.	-0.024648653119686278	0.04906867344057528
612.	-0.012717396280852592	0.061521373632950876
613.	-0.0018395054613167241	0.0705754078310831
614.	0.006899168318475562	0.07527366196747555
615.	0.01280053541773257	0.07492331512901954
616.	0.01566313084910068	0.06916963081733064
617.	0.015794451792571728	0.05805048715152541
618.	0.01393045918018134	0.04202678059320466
619.	0.011086495317814806	0.021983533497184342
620.	0.008374730762034181	-0.0008031072992814174
621.	0.006823198234940998	-0.02473618476664463
622.	0.007223406215064112	-0.04800562487668646
623.	0.010022477694999966	-0.06872887638155215
624.	0.015266279031557466	-0.08511482926821311
625.	0.02259423582555393	-0.09563633247558612
626.	0.03128379647374766	-0.09919293179239964
627.	0.04034038451058679	-0.09524402166237886
628.	0.04862490854941956	-0.0838940504112496
629.	0.0550049509867437	-0.06591582044618621
630.	0.05850933605292344	-0.04270480417450436
631.	0.0584619521983594	-0.01616578740282594
