lambda	rg	rw	rdh	zg	zw	zdh
0.	3.0769230769230775	2.3868222332246405	3.079574218111538	0.7071067811865475	0.6897332193399156	0.6967702122397278
0.0125	3.0769514964804237	2.386851721309236	3.0796297251791813	0.7067255841340473	0.6892989615641518	0.6963326888363007
0.025	3.077036758546076	2.3869194753798313	3.079778551054718	0.7055823874691534	0.6881079399341842	0.6951128446885931
0.0375	3.0771788733010403	2.3870255434519354	3.0800207750033093	0.7036783744215299	0.6861612327504816	0.6931118210752187
0.05	3.077377857714219	2.3871699955046446	3.0803565044994707	0.701015516211991	0.6834606942888873	0.6903315815894161
0.0625	3.077633735543248	2.387352919367408	3.0807858697506663	0.6975965708045628	0.6800089726531517	0.6867749304284747
0.075	3.0779465373356643	2.387574417948347	3.081309020093029	0.6934250811494262	0.6758095242803317	0.6824455270318649
0.0875	3.0783163004304033	2.3878346082572883	3.0819261228543375	0.6885053729069447	0.6708666227460877	0.6773478946428388
0.1	3.0787430689596245	2.3881336223873046	3.0826373648745173	0.6828425516403739	0.6651853604404968	0.6714874213656685
0.1125	3.07922689385085	2.3884716102945913	3.0834429564267727	0.6764424994624056	0.6587716428358764	0.6648703535170537
0.125	3.079767832829432	2.3888487439131385	3.0843431368705447	0.6693118711184268	0.6516321762414321	0.6575037823040031
0.1375	3.0803659504213097	2.389265221910631	3.085338181063975	0.6614580894873023	0.64377445092721	0.6493956258796492
0.15	3.0810213179560937	2.3897212742767433	3.086428405423903	0.6528893404786759	0.6352067221282744	0.6405546094512473
0.1625	3.0817340135704194	2.390217165956055	3.087614172573122	0.6436145673042025	0.6259379916015547	0.6309902462330036
0.175	3.0825041222116063	2.3907531988941355	3.0888958937515922	0.6336434640988484	0.6159779920800017	0.6207128216357514
0.1875	3.0833317356415813	2.3913297121312467	3.090274028551455	0.6229864688674164	0.6053371762181576	0.6097333822470579
0.2	3.0842169524410723	2.391947079909076	3.0917490819991866	0.611654755730789	0.5940267105928666	0.5980637300404633
0.2125	3.0851598780140566	2.3926057080949117	3.0933215994707997	0.5996602264460736	0.582058474205368	0.5857164210726468
0.225	3.086160624592446	2.393306029515432	3.094992160305403	0.5870155011748529	0.5694450599331057	0.5727047669038133
0.2375	3.0872193112410073	2.394048498977977	3.0967613712099347	0.5737339084741379	0.5561997766840352	0.559042836299867
0.25	3.0883360638624953	2.3948335888068946	3.0986298605810534	0.5598294744853747	0.542336649738167	0.5447454545686236
0.2625	3.089511015202976	2.395661785626122	3.100598274700677	0.5453169112979708	0.5278704169655415	0.5298281981806521
0.275	3.090744304857349	2.3965335888919816	3.102667276417433	0.530211604465292	0.5128165192438292	0.5143073830672942
0.2875	3.0920360792750192	2.397449511360664	3.104837546467045	0.5145295996529293	0.4971910843400666	0.4982000460297327
0.3	3.0933864917657257	2.3984100813187177	3.1071097870915345	0.49828758840122245	0.4810109045913723	0.4815239198339616
0.3125	3.0947957025054946	2.399415846074386	3.109484727178492	0.48150289298656984	0.4642934097181927	0.46429740359006494
0.325	3.096263878542701	2.400467375961821	3.1119631278373734	0.4641934503689043	0.4470566368450136	0.44653953072696595
0.3375	3.0977911938042144	2.401565267993699	3.1145457872167044	0.4463777952158836	0.42931920015146724	0.4282699371426909
0.35	3.099377829101609	2.4027101483329045	3.117233543467322	0.4280750419977843	0.41110026246972325	0.4095088318871574
0.3625	3.1010239721374107	2.4039026729367357	3.1200272750576197	0.40930486615078543	0.39241951060582186	0.39027697206524126
0.375	3.1027298175113605	2.4051435260272576	3.122927898095957	0.39008748431026136	0.3732971352973295	0.3705956426626043
0.3875	3.104495566726665	2.406433416407739	3.12593636083468	0.3704436336198198	0.3537538156917522	0.35048664088482623
0.4	3.106321428196203	2.4077730720140185	3.129053636027457	0.35039455012610154	0.3338107072330086	0.32997226357428106
0.4125	3.1082076172486643	2.409163233396307	3.1322807121973577	0.3299619462737784	0.3134894310631236	0.3090752955236399
0.425	3.110154356134595	2.410604647016725	3.1356185850767386	0.309167987519668	0.29281206262730014	0.2878189961803799
0.4375	3.1121618740322994	2.4120980592861163	3.139068250462491	0.2880352680894278	0.2718011171883072	0.266227082392764
0.45	3.1142304070535842	2.4136442121419894	3.1426306994917526	0.2665867859048525	0.2504795304042532	0.24432370545259566
0.4625	3.1163601982493065	2.415243840707345	3.146306916923529	0.24484591671428874	0.22887063291572324	0.22213342162685437
0.475	3.118551497614673	2.416897673212185	3.150097882483558	0.22283638746314577	0.20699811887437458	0.19968115646034754
0.4875	3.12080456209428	2.418606432967676	3.1540045747863212	0.2005822489457683	0.18488600934109534	0.1769921641684319
0.5	3.123119655586831	2.420370841825384	3.1580279768864297	0.17810784778412192	0.16255861230379526	0.15409198422816242
0.5125	3.1254970489495	2.4221916242942108	3.1621690822152435	0.15543779778269118	0.140040481563222	0.13100639767209266
0.525	3.127937020001903	2.4240695113719632	3.166428899582817	0.13259695071270372	0.11735637682238628	0.10776138552134518
0.5375	3.1304398535296194	2.4260052431987638	3.170808456086136	0.1096103665822645	0.09453122698115067	0.08438309128199412
0.55	3.1330058412872326	2.427999569848562	3.1753087971365392	0.08650328345210272	0.07159009795051245	0.06089778857333168
0.5625	3.135635282000828	2.430053249907711	3.1799309833381035	0.0633010868594548	0.0485581653938293	0.037331853924223515
0.575	3.1383284813699044	2.432167046888834	3.184676084523815	0.04002927891503982	0.02546069184605588	0.013711743761177312
0.5875	3.1410857520686477	2.4343417239246827	3.189545171785472	0.01671344714011816	0.002323006834539308	-0.00993602619045556
0.6	3.1439074137465055	2.4365780375109716	3.194539308721517	-0.006620766887711169	-0.02082951192342787	-0.033584901315090364
0.6125	3.1467937930280168	2.438876731261853	3.19965954330344	-0.029947699010145327	-0.04397145834458188	-0.05720831055712058
0.625	3.149745223511826	2.441238530671587	3.2049069016921843	-0.05324169401461033	-0.06707742069769071	-0.08077969272407795
0.6375	3.1527620457688297	2.4436641397344183	3.21028238503066	-0.07647713714056835	-0.09012200851356521	-0.10427252769166728
0.65	3.155844607339383	2.446154239984909	3.215786969748689	-0.09962848549487255	-0.1130798841758083	-0.12766037260565902
0.6625	3.158993262729515	2.4487094921323442	3.221421611327591	-0.12267029930594525	-0.1359257987922918	-0.15091690221395593
0.675	3.162208373406065	2.4513305400419934	3.2271872508865656	-0.14557727294755957	-0.15863463114547846	-0.1740159516741396
0.6875	3.165490307790682	2.454018016436026	3.2330848234757363	-0.16832426566446582	-0.18118142795065742	-0.1969315597120884
0.7	3.168839441252616	2.456772549413522	3.2391152666764564	-0.19088633193397164	-0.20354144341414407	-0.21963800993669708
0.7125	3.172256156100207	2.459594768770215	3.2452795280697795	-0.2132387513998577	-0.22569017621296386	-0.24210986844761817
0.725	3.1757408415710153	2.4624853111552625	3.251578570347333	-0.23535705831766457	-0.2476034024789096	-0.2643220165339573
0.7375	3.179293893820494	2.4654448233248223	3.2580133732686005	-0.2572170704533703	-0.2692572040676409	-0.2862496781182174
0.75	3.1829157159091244	2.468473963102084	3.264584932239562	-0.27879491738081874	-0.29062799219096336	-0.3078684424840117
0.7625	3.1866067177879294	2.4715733980698182	3.2712942538988763	-0.3000670681268525	-0.31169252723656354	-0.32915428357049065
0.775	3.190367316282265	2.474743802431847	3.278142349640855	-0.32101035811697304	-0.33242793615781563	-0.35008357758482284
0.7875	3.194197935073801	2.4779858528127154	3.2851302283825805	-0.341602015378417	-0.3528117290901734	-0.3706331207974053
0.8	3.1980990046805915	2.4813002239620263	3.292258890027642	-0.36181968596181785	-0.37282181680022597	-0.39078014913421555
0.8125	3.2020709624351342	2.484687585357184	3.299529320964878	-0.38164145854697473	-0.3924365302212449	-0.41050236062832424
0.825	3.2061142524603126	2.4881485995509833	3.306942492586566	-0.40104588820276976	-0.4116346427536286	-0.42977794105561734
0.8375	3.2102293256431036	2.4916839228145276	3.314499363279391	-0.4200120192757956	-0.43039539532765436	-0.448585592307003
0.85	3.2144166396059575	2.4952942082333287	3.3222008837274175	-0.4385194073868033	-0.448698523572471	-0.4669045623911912
0.8625	3.2186766586757076	2.4989801109937804	3.330048004778514	-0.45654814051861264	-0.4665242859317454	-0.48471467554095127
0.875	3.2230098538499177	2.5027422952222285	3.338041686668989	-0.47407885918356657	-0.48385349130161603	-0.501996360783288
0.8875	3.227416702760508	2.506581441474679	3.3461829081568495	-0.4910927756629602	-0.5006675247802631	-0.5187306775390252
0.9	3.231897689634567	2.510498253867797	3.3544726741257347	-0.5075716923150637	-0.5169483703950769	-0.5348993372862855
0.9125	3.236453305252182	2.5144934659089357	3.362912020486561	-0.5234980189523819	-0.532678630148078	-0.550484720952369
0.925	3.2410840469011744	2.5185678443122796	3.3715020156747393	-0.5388547892925905	-0.5478415392927629	-0.5654698923594448
0.9375	3.245790418328582	2.5227221904382255	3.3802437586327505	-0.5536256764911415	-0.562420978311581	-0.5798386086107938
0.95	3.2505729296887496	2.5269573394022418	3.3891383737749186	-0.5677950077668336	-0.5764014824971367	-0.5935753286612485
0.9625	3.2554320974878665	2.531274157295284	3.398187003944798	-0.5813477781346056	-0.5897682502750986	-0.6066652214085377
0.975	3.2603684445248016	2.535673537271366	3.407390802704487	-0.5942696632625334	-0.6025071514085872	-0.6190941744674842
0.9875	3.2653824998280667	2.5401563954348734	3.4167509273815355	-0.6065470314722985	-0.614604736005652	-0.6308488043963324
1.	3.2704747985887432	2.5447236674711085	3.4262685341293326	-0.6181669549044438	-0.6260482448692629	-0.6419164686252086
1.0125	3.275645882089197	2.549376306808437	3.435944775863352	-0.6291172198713404	-0.6368256212684137	-0.6522852788033257
1.025	3.280896297627399	2.554115284808666	3.4457808033912647	-0.6393863364220841	-0.6469255237659672	-0.6619441148436803
1.0375	3.2862265984366767	2.558941593107433	3.45577776945922	-0.6489635471444374	-0.656337339401669	-0.6708826386861529
1.05	3.291637343600692	2.5638562478358704	3.4659368348977404	-0.6578388352294902	-0.665051196359017	-0.6790913067652156
1.0625	3.2971290979634533	2.5688602951183523	3.476259175665509	-0.6660029318248946	-0.6730579752669673	-0.6865613803512501
1.075	3.302702432034167	2.573954817017684	3.4867459894261206	-0.673447322702348	-0.6803493184856367	-0.6932849332840141
1.0875	3.308357921886705	2.579140937026849	3.497398500378395	-0.6801642542645007	-0.6869176370478898	-0.6992548570495819
1.1	3.314096149053484	2.584419824295848	3.5082179613764786	-0.6861467389156146	-0.6927561153013223	-0.7044648635709919
1.1125	3.319917700413517	2.589792696014315	3.519205652860763	-0.6913885598191463	-0.6978587136365404	-0.7089094863984176
1.125	3.3258231680744395	2.595260817701561	3.5303628786835834	-0.6958842750639737	-0.7022201699272349	-0.7125840811338376
1.1375	3.3318131492482315	2.600825501523526	3.5416909594499604	-0.6996292212592801	-0.7058360003998219	-0.7154848258838589
1.15	3.337888246120427	2.6064881030940836	3.5531912244051536	-0.7026195165761348	-0.7087025005833695	-0.7176087223210885
1.1625	3.3440490657125483	2.6122500174650103	3.5648650031135425	-0.704852063251621	-0.7108167467869653	-0.7189535976049071
1.175	3.350296219737497	2.6181126751219703	3.5767136181512544	-0.7063245495689977	-0.7121765982628834	-0.7195181070458001
1.1875	3.356630324447652	2.6240775387649076	3.5887383797866406	-0.7070354513248307	-0.7127806999075847	-0.7193017370779509
1.2	3.3630520004753963	2.6301461014708813	3.6009405831987316	-0.7069840327913666	-0.7126284850975447	-0.7183048079033497
1.2125	3.3695618726657837	2.6363198865519744	3.6133215082673047	-0.7061703471796518	-0.7117201781080666	-0.7165284751288673
1.225	3.376160569901072	2.6426004490857657	3.6258824214584284	-0.7045952366060698	-0.7100567955499411	-0.713974729839561
1.2375	3.382848724916812	2.6489893787746803	3.6386245789229714	-0.7022603315620991	-0.7076401463790567	-0.7106463968032506
1.25	3.389626974109192	2.655488303543294	3.6515492296976815	-0.699168049884241	-0.7044728302557997	-0.706547130820166
1.2625	3.396495957333331	2.662098893154412	3.6646576178890746	-0.6953215952182316	-0.7005582342998758	-0.7016814115399891
1.275	3.403456317692192	2.668822862137106	3.67795098292651	-0.690724954968905	-0.6959005285380457	-0.69605453729321
1.2875	3.410508701315787	2.6756619714674588	3.6914305573477026	-0.6853828977244107	-0.6905046605179914	-0.6896726185712552
1.3	3.4176537571303327	2.6826180286940127	3.7050975620500317	-0.6793009701409803	-0.6843763496202284	-0.682542571719763
1.3125	3.424892136617021	2.6896928865038157	3.718953199409669	-0.6724854932720785	-0.6775220815280081	-0.6746721131983812
1.325	3.4322244935600352	2.6968884400208073	3.73299864504444	-0.6649435583236187	-0.6699491031292827	-0.6660697544584457
1.3375	3.439651483783451	2.704206623357606	3.747235039202403	-0.6566830218149927	-0.6616654178681216	-0.6567447971684359
1.35	3.4471737648766605	2.7116494060598666	3.7616634787577294	-0.6477125001239742	-0.6526797812953199	-0.6467073282529258
1.3625	3.454791995907906	2.7192187900668623	3.7762850105920287	-0.6380413633921518	-0.6430016963521521	-0.6359682140676532
1.375	3.46250683712558	2.7269168076676746	3.7911006267779848	-0.6276797287664339	-0.6326414078088787	-0.624539093047483
1.3875	3.4703189496468436	2.734745520689611	3.8061112615399875	-0.6166384529513638	-0.6216098952990421	-0.6124323663348572
1.4	3.4782289951331844	2.7427070208654363	3.8213177895373858	-0.6049291240465202	-0.6099188645401399	-0.5996611861863504
1.4125	3.4862376354524796	2.7508034310488365	3.83672102469106	-0.5925640526431548	-0.5975807365790933	-0.5862394422977657
1.425	3.494345532327146	2.759036906742194	3.8523217186227874	-0.5795562621544519	-0.5846086351917819	-0.5721817465035147
1.4375	3.5025533469679453	2.7674096373112236	3.868120557832777	-0.5659194783543862	-0.5710163728331508	-0.5575034165180865
1.45	3.5108617396929755	2.7759238463085794	3.884118158993318	-0.551668118101118	-0.556818435715071	-0.5422204594428327
1.4625	3.5192713695314275	2.7845817905057353	3.9003150621330516	-0.5368172772221934	-0.5420299686382575	-0.5263495556421104
1.475	3.5277828938116174	2.7933857575046477	3.916711721942196	-0.5213827175405058	-0.5266667601061241	-0.5099080433217661
1.4875	3.536396967732845	2.802338062112291	3.9333084978445583	-0.5053808530220056	-0.5107452280197562	-0.49291390377923155
1.5	3.5451142439205765	2.811441041945995	3.9501056437635014	-0.48882873502856494	-0.49428240594221307	-0.4753857469214004
1.5125	3.5539353719644904	2.820697052932875	3.9671032985886443	-0.47174403666209525	-0.4772959295957494	-0.4573427963525777
1.525	3.5628609979388663	2.830108465425588	3.9843014782015085	-0.45414503618905505	-0.45980402299206613	-0.4388048731936669
1.5375	3.571891763904829	2.839677661559106	4.00170006956412	-0.43605059953782643	-0.4418254834573116	-0.4197923778463108
1.55	3.5810283073939417	2.849407034230767	4.019298826882871	-0.41748016186501485	-0.4233796648388054	-0.4003262691590899
1.5625	3.5902712608726044	2.8592989877415276	4.037097369332895	-0.3984537081905578	-0.4044864583724055	-0.38042804083989473
1.575	3.5996212511867776	2.8693559397569492	4.055095179380818	-0.37899175310558186	-0.3851662710137593	-0.36011969540579375
1.5875	3.609078898986456	2.879580323910331	4.073291600481156	-0.35911531956115655	-0.3654400014272786	-0.3394237163682171
1.6	3.618644818129384	2.8899745921524076	4.091685832915219	-0.33884591675045034	-0.3453290141992755	-0.3183630396198475
1.6125	3.628319615063469	2.900541215907413	4.110276926812307	-0.3182055171012689	-0.3248551131116006	-0.2969610250505687
1.625	3.638103888187341	2.911282685247654	4.129063771904065	-0.29721653240045975	-0.30404051441301266	-0.2752414292472791
1.6375	3.6479982271885074	2.9222015056329957	4.148045084223257	-0.2759017890762478	-0.2829078209252239	-0.25322837975316886
