lambda	x	y	z
5.25	1.04842533975371709482739004	-2.935280464232253795054554124	0.27023677684203279266727553898
5.28	1.29373112000059150598695638	-2.839059938997443083047880765	0.09306219286817083225596458606
5.31	1.52535751629755583690117885	-2.714249091604859257874282616	-0.08390954264934627835283503388
5.34	1.740539575996511575071232044	-2.562395673970169643158194988	-0.25962370056991012601513615891
5.37	1.93669283414905833058267591	-2.385340378695949786122867709	-0.43303682292026314603303629285
5.4	2.111444580271164364913773102	-2.185194871131197753191015118	-0.60312305543439819959367015221
5.43	2.262660687964202618488670087	-1.964317638276734054237524422	-0.76888030090920194142467859157
5.46	2.388469231841649609970503065	-1.725287934823206098415085034	-0.92933611560408573457325559407
5.49	2.487282263015606065605106416	-1.470876580429529603373272115	-1.08355328000610761607852971646
5.52	2.557815276092990696319735521	-1.204012774903225389269647607	-1.23063498692176627819054843715
5.55	2.599102447447162076879522647	-0.92774822061522785164574818	-1.36972960337387607868571191748
5.58	2.610506458605323436169402894	-0.645221214495361744939114846	-1.50003497741576742219002765098
5.61	2.591723705465662180347443839	-0.35962217407241758459206312	-1.6208022759217835054230230119
5.64	2.5427864660190337270493550589	-0.074159503572783365913312618	-1.73133935387610325040643396689
5.67	2.4640622881345810521902645694	0.207976138326716534542409167	-1.83101366891876945429913385981
5.7	2.356249348965821272984538094	0.483648999341555207659988952	-1.91925476627060830547103202808
5.73	2.220367025192299312345824851	0.749814025033256471818965639	-1.99555636812663332810278898325
5.76	2.057742852669242017959140164	1.003548741304310175669015708	-2.0594781078091867933056685385
5.79	1.869997664775734776892867156	1.24208182023582274613093919	-2.11064695219810166623526469444
5.82	1.659028843347029463790384366	1.462821051677993500705325057	-2.14875835616097746326277153058
5.85	1.426989862461595516525455693	1.663381679176078283356061377	-2.17357719000674025303704600579
5.88	1.176265569804338891082746821	1.841612685767084669056228816	-2.18493847564074582173902863961
5.91	0.909445519401588182116319094	1.995618337038319180872325491	-2.18274795949844888024200009455
5.94	0.629297802408698340980555536	2.123775517089409077221393282	-2.1669825409713139267747778852
5.97	0.338742521840425214096476596	2.224749422628332406206351841	-2.13769056448783435438518572122
6.	0.040821990846873033257273044	2.2975081905675187852587376725	-2.09499197230246551315255109277
6.03	-0.261332870043924552183159535	2.34133430321734843791011727	-2.03907830402980541889734309722
6.06	-0.56453689716936053018058793	2.355831234448175464026263328	-1.97021251869145512004632557823
6.09	-0.86558303102763036551192733	2.340926477591162640812802484	-1.88872860613813321486131916139
6.12	-1.161273429680812780528396788	2.296872645502147182745123249	-1.79503094772941386424229051276
6.15	-1.448452079963371430497816028	2.224246151657544576970762813	-1.68959338157020811298095317656
6.18	-1.72403964004306287692711929	2.1239415019032779650352152	-1.57295792577619773457259466685
6.21	-1.985068189680923101449786949	1.997160613150640649669591393	-1.44573311439375661972364726513
6.24	-2.228713230599278663431707917	1.845398842387490575025747119	-1.30859190480386318905656112109
6.27	-2.452322658933205982789801959	1.67042945356492015742210136	-1.16226912259927657146193403871
6.3	-2.653444343020496845668838756	1.47428604020050628910119304	-1.00755841977590249309974859961
6.33	-2.829853241023453929511899401	1.25924088799961007466394618	-0.84530873419536269681721271819
6.36	-2.979576892543658635980898295	1.02777846208763420799091847	-0.67642025208117449288403328873
6.39	-3.100917270685666121306242899	0.78256577176174268225626777	-0.50183989010919566148055520537
6.42	-3.192468209541111018154895623	0.52642223954281350762287952	-0.32255632866247598795648498039
6.45	-3.253129218849621425015120536	0.26228984363448428988369762	-0.13959464221880815903303184446
6.48	-3.2821165587184630107133017533	-0.00679806486883729079689644	0.04598941418783870478958240718
6.51	-3.278971164872949377721550111	-0.27775090295065939769548176	0.2331153926969483413815816327
6.54	-3.243562231581019915981523819	-0.54745717231404608289530796	0.42068433683632419873669436079
6.57	-3.176086052237163131965470761	-0.81282006908277461095449398	0.60758507985962017215048738817
6.6	-3.077061071673843458422552386	-1.0707901621655633471630419	0.79270057380519759480723784821
6.63	-2.94732026651919421120067389	-1.31839560746129110881108176	0.974914168549955994979962115
6.66	-2.788000743576876730629610767	-1.55277201009300764984331525	1.15311576640118131397673352587
6.69	-2.600529520150363973059359194	-1.77119277283312192245950431	1.3262077873067071270703462658
6.72	-2.38660526484602355467059054	-1.97109811234907884664898994	1.4931108920568016830363924641
6.75	-2.14817753842331878485230638	-2.15012006928651078735870625	1.65276942523631366084065547985
6.78	-1.88742553066868606092481137	-2.306102864922286337541357692	1.8041565553892746354178053358
6.81	-1.60673657354568450009790854	-2.437120505868668159897582466	1.9462791060446691075974776154
6.84	-1.3086827630909541834473567	-2.541493587625679353736390174	2.0781820870721571347646081971
6.87	-0.99599446862440587902103405	-2.617804825569798635404884318	2.198952950473713802996381878
6.9	-0.67153220031538999824075821	-2.664911100660847239285952591	2.307725607429065467839554504
6.93	-0.33825995356877378123147228	-2.681951080793447085024119614	2.403684253565158754487272484
6.96	0.00077877973367079519252067	-2.6683501113395801735944740089	2.4860670565119867942214955398
6.99	0.34248469202383054497868171	-2.623824415495872491761805785	2.5541697634885312012253427548
7.02	0.68372893970140011320961801	-2.548384145883003827151979206	2.6073492867416696765386995045
7.05	1.02138131605908087005057157	-2.442333174874658985801943358	2.6450273211056342055258122991
7.08	1.35233649068960669621704483	-2.306265410205805907148925316	2.6666940408824487254024878665
7.11	1.67353637196848358442747247	-2.141060106000610900846508495	2.6719119129315687838350878382
7.14	1.981991171997280459391405903	-1.9478776745185863806930787	2.660319649696993106239309438
7.17	2.274802625872773198116111675	-1.72815396776274116690966752	2.6316363104032613796077015254
7.2	2.549188978402672914583086331	-1.48359033992388623886240292	2.5856655414228904692829929971
7.23	2.80250841617250299954446223	-1.21614034476444522862894	2.5222999285339697360493791308
7.26	3.032279424488874110444311665	-0.92799651924717647991889891	2.4415254151726056894855823323
7.29	3.236199985419936794993759149	-0.62157845009059453321502125	2.3434257225861787238502596874
7.32	3.412167798339471947356842024	-0.29951926541908509337586046	2.228186690746649358516822301
7.35	3.5583009971649266377826188347	0.03535267928583696724668406	2.0961004436846850276907132726
7.38	3.672957198165233769252414006	0.38003643142800786530894617	1.9475692701781869611113963176
7.41	3.754750071614081185728489224	0.73138190494774394875209287	1.7831091009902580289649525939
7.44	3.802564688673279234795404863	1.08611204552434729871708767	1.6033524574836771051504632016
7.47	3.815572749521812933972110835	1.44084539535850428177326852	1.4090507436633683501505420563
7.5	3.79324678418185378567322588	1.79212239231223600157646651	1.2010757545604531237785850672
7.53	3.73537135427148084161622432	2.13643637104434718424250044	0.9804202782344402159809929464
7.56	3.64205064434915350596014588	2.47026676535510144808781305	0.7481976762228137708840263841
7.59	3.5137138626586613164208401	2.79011140073171896322554431	0.5056403375467451734348872174
7.62	3.35111987567855759144930078	3.09251748255812135106964004	0.25409691381043367902781723968
7.65	3.15536029940472700244485832	3.37411362185738909652382487	-0.00497174313143432001264876793
7.68	2.9278585445508688849439951	3.63164488274227512974935105	-0.26999800466198028334259380388
7.71	2.67036337152596394687504494	3.86200995459945538945722336	-0.539314298682874323282287921
7.74	2.38493835318889162813485342	4.06229753639762460582565827	-0.8111613863995603531840790735
7.77	2.07394993520858776594682524	4.22982007241063909911019529	-1.0836981018184674590929712383
7.8	1.74005478257764987915869332	4.36214566278881655289989898	-1.3550125591011235386085482284
7.83	1.38618394825910052322889372	4.457130055071826796003156681	-1.623134819060977204006930586
7.86	1.01552087261828702564492186	4.512948927588593150825952153	-1.886050991935778963747996139
7.89	0.63147327941019298015577666	4.528128397055305928780954366	-2.1417187383963144807637439568
7.92	0.23764235780080002612896566	4.501571635166999788176837368	-2.3880841136692954599419306233
7.95	-0.16220778191730143227302688	4.432581609330711314354801665	-2.6230996796899988140465712582
7.98	-0.56418136525157332904293694	4.320881412214796312094929172	-2.8447437864282124876077018244
8.01	-0.96428688020887922840517696	4.166632413513307720805137204	-3.05104089518711588911667076
8.04	-1.35847976843316276044902611	3.970448160529116217770560663	-3.240082783302724570342453269
8.07	-1.74270908706742788952787536	3.73340187254456951472647669	-3.4100504312531432444726022255
8.1	-2.11296327042963635572701515	3.45702797733111934531636979	-3.559236350254705940273287311
8.13	-2.46531367676122816735658717	3.14331987249118648127001902	-3.6860670621400814939062914044
8.16	-2.79595949339345768109478686	2.79472398769228976555517483	-3.7891253955115475518908599992
8.19	-3.1012772797009845307757184	2.41412670240056248408796867	-3.867172215314813311395736789
8.22	-3.37787296997826829894582702	2.00483113598609494626004778	-3.919167160116616390033017721
8.25	-3.62263077146196282241093396	1.57052571940064907104411008	-3.944287925929077923413297406
8.28	-3.832756692858456765965593519	1.11524922633041135563939045	-3.941947611030124999279765884
8.31	-4.005819463904107971264970034	0.64335301015461292927465454	-3.911809626426490025103600676
8.34	-4.139790966421288151410412141	0.15945573753681648060765994	-3.853799684554376334347031542
8.37	-4.233083333956585347387228849	-0.33161283936712466367936984	-3.768114406975673038369899867
8.4	-4.284578290005566697759260527	-0.82487567820161352311262261	-3.655226141674626843481957584
8.43	-4.293648100200178051437148855	-1.31527317202276809338745123	-3.5158836523231691361306573665
8.46	-4.26017056817420100046888901	-1.7977265645192874133769412	-3.3511084343915245227252233123
8.49	-4.18453847428521821600063784	-2.26720343573820069342668963	-3.1621865235997197011545001515
8.52	-4.06766033033375315065189784	-2.71878808938702470994671416	-2.9506557868979430189581296943
8.55	-3.91094981367429021167535937	-3.14775413345494160211164238	-2.7182888196758532499041934743
8.58	-3.71630526159345805197549903	-3.54963314335392214587739982	-2.4670717090661969073768365541
8.61	-3.48608282575078825134394548	-3.92027569125326504027272402	-2.1991790553443891414415842866
8.64	-3.22306458901943675519321491	-4.25590568588780669147529409	-1.9169457647946610685316783219
8.67	-2.93041941780979905815658592	-4.55317037013383949001625847	-1.6228362316993446157067396628
8.7	-2.61165438664409605620746069	-4.80918552522660359911749967	-1.3194116088726338021324933911
8.73	-2.27055852697775568553029152	-5.02157240424530056914488466	-1.0092959212309140651147659653
8.76	-1.91114387883471752367024393	-5.18848333559115489689450072	-0.6951418026472184382350130793
8.79	-1.53758758779888385832513012	-5.30861608396797973882616291	-0.3795966318679467584681974189
8.82	-1.15417458725544033629260086	-5.381219258068799568892766457	-0.06526980940112383908602479009
8.85	-0.76523819941735035502940716	-5.40609024772746461208176789	0.2452981435323270316709097503
8.88	-0.37509837554041987657158066	-5.383565045185241883863792807	0.5496640668112358341386411517
8.91	0.01199851450076185156584044	-5.314498852122844425388844448	0.8455077289086405213744957272
8.94	0.39193338456692802477947262	-5.200238197716946748245031613	1.1306540996174459496180985995
8.97	0.76076014926528030113905022	-5.042587091383340916834566964	1.4030920687914141788014820705
9.	1.11474620370398033591505491	-4.843769353576688563942931025	1.6609894738674754033939152122
9.03	1.45041074608913969377405082	-4.60638741363823140501869479	1.9027044162353151092543826429
9.06	1.76456029610424395170278742	-4.33337713474074509806012187	2.1267929544184554603726358867
9.09	2.05431749081239056304975971	-4.02795972086330730482302911	2.3320133567214360485190406354
9.12	2.31714041653009702325853114	-3.69359353072390776669235185	2.5173271747085087378114471022
9.15	2.5508341587156216755208392	-3.33392806713105121640953215	2.681897459912482593954818692
9.18	2.75355886708861631504074596	-2.95275977613082030232379749	2.825084488869680851791476382
9.21	2.92383647973128097649273776	-2.55398776201932954161914073	2.9464393862256716122660058905
9.24	3.06055408033453358299221442	-2.14156930787832579157407541	3.0456960433509038400448827293
9.27	3.16296090266560375326054763	-1.71947816036435872818281373	3.1227617223810870163803152262
9.3	3.230659447260483000239563932	-1.29166862694727702362794892	3.1777067150529563319050409344
9.33	3.263594514992943754866477638	-0.86204471521485964751860469	3.2107533946289209550848937653
9.36	3.262042729943578143904452368	-0.43443029419365076492674497	3.2222649602072982207144577542
9.39	3.2266010737879856799576933805	-0.01253814916508864795080912	3.212734128397723875721807576
9.42	3.158171856292250113039365737	0.40005917974628607056102167	3.1827719801750005830603262916
9.45	3.057944858316997891847349344	0.79995258277665593299683946	3.1330971229653232033058315028
9.48	2.927379851394229575565396428	1.18391405140712022224532845	3.0645252816478381671629783148
9.51	2.7681903456849134229083664	1.54891368669532934966561403	2.9779593888421410078456746642
9.54	2.58232590277381289553966094	1.89213894928922395975310761	2.8743802059414756916501430964
9.57	2.37195120936326120431363814	2.21101366178769309378756122	2.7548374728565330477838645111
9.6	2.13942397416052582240181303	2.50321284998073910264329373	2.6204415570517935977823207564
9.63	1.88727458904476385567598551	2.76667336547844626252398191	2.4723555515797380118214080248
9.66	1.61818701283741153847988351	2.99960361752155944359949255	2.3117877575619910574586456707
9.69	1.33497748226960213888717077	3.200494488432004691724966866	2.1399844787876127416474977062
9.72	1.04056934324297721472432537	3.368129995960946067209619934	1.9582230544221153803464502711
9.75	0.73796618057241482026035774	3.501595131535676008909044385	1.7678050596651342206591049243
9.78	0.43022648830314287281025133	3.600280340143372079651820514	1.5700496128010205078951345881
9.81	0.12044020643200609896514637	3.6638841578125786857182332	1.3662867395496075086761581443
