lambda	x	y	z
0.	1.862020529639130836256543	0.0065089697780913286029	1.7428815719271861712990485487
0.03	1.84843796615065352863956	0.2693351677972780665581	1.7367940489590012458724979
0.06	1.8088654773031118476824	0.5278587284249422494726	1.7197078145163498063405682
0.09	1.744178143308868564822	0.779549006889084002187	1.6917061764668113725614467
0.12	1.6552316612400464082868	1.0221707252326515310501	1.6529365953676435157681634
0.15	1.5429693316686882267072	1.2534002772980127549348	1.603610987408223413305307
0.18	1.4086989537777867102828	1.4706788218020402080552	1.544001887486117944729468
0.21	1.2542479666615109982426	1.6713914153515011190796	1.474438219701825919567666
0.24	1.0818320744022847126632	1.8531823120049251136044	1.395304106833584803658544
0.27	0.8937555486522355108198	2.0141356539655399142289	1.307040543722210599540067
0.3	0.6922217127018447116039	2.1527190975293223738901	1.210146482333133011549456
0.33	0.479414264351157440732	2.2676181417760463772779	1.105176130873931426234155
0.36	0.257738674412157864814	2.3576583761334870631351	0.992732721786718616024588
0.39	0.029959892348277708943	2.42188226918050024229018	0.873462170557768939399823
0.42	-0.200917411421250149578	2.45967492489496024028186	0.748049778473452875484308
0.45	-0.431925517152258830395	2.4707984400116912135706	0.617219724950292770907126
0.48	-0.660323000469650324165	2.4553152316032803076966	0.481733965289876957987979
0.51	-0.883553392606873462466	2.4135086857751537377856	0.342387414846823551075153
0.54	-1.099061168353237400387	2.3459022753506088101784	0.199999688535017502912486
0.57	-1.30418088105328925578	2.2533537171552475776367	0.055406815433864422253814
0.6	-1.4962244317049136317155	2.1371051687227058958033	-0.090543828413297317306194
0.63	-1.6726894924985897460778	1.9987120005906405758125	-0.236995404609834322699024
0.66	-1.8314055678585972978563	1.8399048497743658275781	-0.383083468037329936708738
0.69	-1.9705159994357959149811	1.6625148215295949476676	-0.527940875619889859379221
0.72	-2.088362285832536918335	1.4685250654853054813308	-0.670705740434327531744006
0.75	-2.1834168326781431302992	1.2601751330516205885787	-0.81052942266409125104953
