u	RehDH	RehDHgeo
632.	0.025894925175278326	0.011458217713052164
633.	0.04832716236891311	0.03779731660846412
634.	0.06592578346781433	0.06058357935130294
635.	0.07732143599718261	0.0778723671284196
636.	0.08167875289380055	0.08823209887281468
637.	0.07874298739353296	0.09088237183163507
638.	0.06886275873289859	0.08576654830183618
639.	0.05298682308910264	0.07355237399425242
640.	0.03262335520176915	0.0555618512027172
641.	0.009746072629870968	0.03363853584174881
642.	-0.013363924359324207	0.009966015297874654
643.	-0.034338594970493436	-0.013144771076629229
644.	-0.05098574386778687	-0.03347952621761362
645.	-0.06155762141959071	-0.0491354661832989
646.	-0.06497980488837002	-0.05870743009161064
647.	-0.06099736853405699	-0.06142765781603734
648.	-0.050209557526096814	-0.05724496978211844
649.	-0.03398621882012973	-0.04683367361275731
650.	-0.014282687429786473	-0.03152840845839782
651.	0.006612019370712108	-0.013188156163396608
652.	0.026350591334655067	0.005999660373046191
653.	0.04278594577213973	0.023756510605574047
654.	0.054183338680552945	0.037966695714011525
655.	0.05937069048371741	0.046919128832216925
656.	0.05782397086175206	0.04950768953327028
657.	0.049691442899458906	0.04536441569757951
658.	0.035761956975460134	0.034907288068267636
659.	0.017380797177992784	0.019294993008744377
660.	-0.003684369318311224	0.0002933158384688026
661.	-0.025421994640579582	-0.019930208650907232
662.	-0.04578668541165037	-0.03905706659543654
663.	-0.06291801462245764	-0.05488185322782414
664.	-0.07533748339305857	-0.06555664593520147
665.	-0.08209163907657394	-0.06978659258888154
666.	-0.08281706661308796	-0.06695564769388597
667.	-0.07771889187163224	-0.05717187945806996
668.	-0.0674741867179789	-0.04123285039107617
669.	-0.05308879756066318	-0.02052140280066216
670.	-0.035744575097966455	0.0031506518861321767
671.	-0.016670581939030718	0.027729671742248545
672.	0.002942237861999219	0.05111650675538198
673.	0.021982931370674568	0.07135274109757432
674.	0.03943631731532616	0.08678170201420728
675.	0.05439843015558445	0.09617381324492143
676.	0.06611339324887937	0.0988103075124209
677.	0.0740386474799098	0.09452291980891954
678.	0.07792581910794293	0.08368985807570765
679.	0.07788837506070044	0.06719033957811893
680.	0.07442191335837844	0.04632171642892061
681.	0.06835183088633431	0.022685087165094642
682.	0.06070406286738953	-0.0019525127141593291
683.	0.05252053943406073	-0.02580885312750715
684.	0.04466249428095351	-0.047237522912716406
685.	0.03765345945058932	-0.06486520725465535
686.	0.03160569357380871	-0.07770131841902062
687.	0.02625088992524548	-0.08520803252034667
688.	0.021065649234832638	-0.08732269262534928
689.	0.01545451209840935	-0.08443004296850948
690.	0.008937585492218422	-0.07728811489715526
691.	0.001291025768046948	-0.06691777630370967
692.	-0.00739404427496902	-0.05447089769979202
693.	-0.016741618555846344	-0.04109485595644716
694.	-0.026190146184866422	-0.02781113481145466
695.	-0.035123067077852795	-0.015423034740367372
696.	-0.04298846148235377	-0.004462449043788018
697.	-0.049376034722705575	0.004820783010839101
698.	-0.05403926452688487	0.01243009416786469
699.	-0.056871510090609916	0.018562807290489983
700.	-0.057859489979566144	0.023532728730989418
701.	-0.05704110256619421	0.027688576759416585
702.	-0.05448697999539152	0.03134092631797342
703.	-0.050310585547254164	0.034707205336192155
704.	-0.04469658295236683	0.03788001410143817
705.	-0.03792778938653814	0.04081963963407147
706.	-0.030390733900108966	0.04336797301290898
707.	-0.02254828117028896	0.045278670679078745
708.	-0.014881110890932994	0.046257479345941536
709.	-0.007812531256529703	0.046006921842444426
710.	-0.0016382021194936442	0.044270507180933345
711.	0.003518617359033114	0.04087270707985016
712.	0.007713899386251062	0.03575169901943651
713.	0.011151323165195407	0.028982165229260233
714.	0.014123036938925592	0.02078543463248825
715.	0.01693968005999999	0.0115243782864152
716.	0.01986659417082085	0.0016811981982024426
717.	0.02307774297394808	-0.008182087480350984
718.	0.026631059120383063	-0.017478063480014835
719.	0.030462251488008688	-0.025657714218024513
720.	0.0343910490278019	-0.03227515524409235
721.	0.03813496521131698	-0.03704303729206206
722.	0.041329444518197964	-0.039868405568765905
723.	0.043557007695708035	-0.040861085842202084
724.	0.04438917945902434	-0.04031102380115765
725.	0.04344233532054119	-0.03863666571705262
726.	0.040442846440571355	-0.036312244761962986
727.	0.03529039031430055	-0.033786390364596006
728.	0.02810404302620636	-0.03140667153759124
729.	0.01923615356678575	-0.029363896608052133
730.	0.009244729442309342	-0.027666296893193106
731.	-0.0011751905339619727	-0.026147895990978328
732.	-0.011289850766760331	-0.024508698991839342
733.	-0.020434951383124445	-0.022378307551928274
734.	-0.028110436799726836	-0.019390477411699737
735.	-0.03404143813479047	-0.015254786379513267
736.	-0.03819302445589117	-0.009813097912443735
737.	-0.04073744975549484	-0.0030723407404780983
738.	-0.04198342413776372	0.0047897623347144805
739.	-0.04228481855587125	0.013444231340702691
740.	-0.041949471815163134	0.02244976479077719
741.	-0.0411671576392091	0.0313029118300292
742.	-0.039970262956841356	0.03949099749240866
743.	-0.03823301469402647	0.04654065026078897
744.	-0.03570699908530953	0.05205709511107078
745.	-0.032083789496520146	0.055751882150019326
746.	-0.02707081649565064	0.0574587555540253
747.	-0.0204648019402907	0.05713856125824583
748.	-0.01220836718762736	0.054874436248694945
749.	-0.0024196431935032308	0.05085831402450965
750.	0.008608814499954334	0.04536947629703415
751.	0.020438042751883427	0.03874591322026942
752.	0.032527226434412554	0.03134987090427504
753.	0.04428061338487009	0.023530135791705424
754.	0.055083262560141025	0.015585025935743162
755.	0.06431765128282238	0.0077312416774823955
756.	0.07136243663426987	0.0000841532818458068
757.	0.07558483634689983	-0.007345615649429779
758.	0.0763453891850736	-0.014636434594417354
759.	0.07303476606320204	-0.021920912903688885
760.	0.06515499905257477	-0.029335913376151226
761.	0.05244286741413915	-0.03696453360605659
762.	0.035015041214306236	-0.044779770521512004
763.	0.013498787671880367	-0.052600545344466405
764.	-0.010895310335518186	-0.060069819617510636
765.	-0.036396915770818335	-0.06666169244693479
766.	-0.060815712662250436	-0.07172003496755154
767.	-0.08178973296195241	-0.07452610920693926
768.	-0.09710513547785342	-0.07438763584300667
769.	-0.10502784108166753	-0.07073782272805848
770.	-0.10457921923206742	-0.06323066731637406
771.	-0.09569746002996626	-0.05181879718743761
772.	-0.07925138336397138	-0.036802202799505204
773.	-0.056907331900416185	-0.01884003705751453
774.	-0.03088273341585886	0.0010775016159345078
775.	-0.0036424570492375394	0.02169516876074028
776.	0.02239983230586613	0.04159012437590529
777.	0.04512419820862042	0.059291200009381456
778.	0.06286315004146112	0.07340859201909812
779.	0.07447610581500477	0.08276220011476154
780.	0.07936091716915891	0.08649747379262686
781.	0.07743331634601186	0.08417887620979836
782.	0.06910052739775685	0.0758525669499315
783.	0.05523988958972174	0.06207149003873467
784.	0.037174452313941335	0.043877836144290944
785.	0.016623480404018027	0.022740132639199082
786.	-0.004397062444478045	0.0004453543818846806
787.	-0.023738843451599788	-0.02104936018513387
788.	-0.03934515840617425	-0.03979569934797566
789.	-0.04950678401896612	-0.05404874847540488
790.	-0.05310474893157496	-0.06245721892383754
791.	-0.049789959624132976	-0.06422645661687726
792.	-0.04005880154190496	-0.059231350824551054
793.	-0.02520477072842864	-0.0480599334741255
794.	-0.007152484314484874	-0.03197583477695013
795.	0.011795771837372342	-0.012798069116974559
796.	0.02925598087670343	0.007291648931544584
797.	0.043053059428686515	0.025992708364054217
798.	0.05146662003285117	0.04115066551267152
799.	0.05340682396746513	0.0510095208440961
800.	0.04851074504346851	0.0544182083371507
801.	0.037161254893133384	0.050964496775399284
802.	0.02043622709110823	0.041019787327874854
803.	-3.083677967503764e-6	0.02569083648928968
804.	-0.022076168897385246	0.006687052639533777
805.	-0.04349035261539685	-0.01387737062550849
806.	-0.061976521742487155	-0.03372016399851576
807.	-0.07553169735800463	-0.05063746930198274
808.	-0.08263958119163098	-0.06273248982940013
809.	-0.08243762230595739	-0.06860348680818198
810.	-0.07480403787290164	-0.06747514396241844
811.	-0.06035093939907291	-0.05926480604395899
812.	-0.040327431518054416	-0.04458205426939413
813.	-0.0164540971170613	-0.02466578092996529
814.	0.009277926304814879	-0.0012671371132231856
815.	0.03480782252053615	0.023510366536040772
816.	0.05817814270961498	0.04740032606439728
817.	0.07766656000517033	0.06817771488142549
818.	0.09187810893422621	0.08386204296825386
819.	0.09980992543973846	0.09290277023180754
820.	0.10090202977214693	0.09433042689903871
821.	0.09508054437725005	0.08785828731189374
822.	0.08278773256414869	0.0739225732068873
823.	0.06498245475149306	0.053654187514637054
824.	0.043090882380408944	0.028781648253559805
825.	0.018893655967281597	0.0014725088392432122
826.	-0.005648987747458949	-0.025871933795297113
827.	-0.028613327132754763	-0.05084763830167482
828.	-0.04833267870977737	-0.07127974347511203
829.	-0.06357919183912729	-0.08543005472682202
830.	-0.0736703939218327	-0.09215757587578914
831.	-0.07848206240019705	-0.09101547000463617
832.	-0.07837286005493362	-0.08227586209242091
833.	-0.07404788142065555	-0.0668827619236996
834.	-0.06640065266478647	-0.046341693088726855
835.	-0.05637245338102666	-0.022561146853372967
836.	-0.044855115397159855	0.00233506313380737
837.	-0.032644038524220015	0.02620434325912967
838.	-0.020429578545661308	0.0470719731913342
839.	-0.008804016823050001	0.06329233725477573
840.	0.0017384807938318847	0.07367339445752827
841.	0.01082120159809883	0.07755733690566188
842.	0.01822040901943181	0.07485418991345369
843.	0.023900346409103743	0.06602821430190971
844.	0.02802520527423854	0.05203952329300843
845.	0.030930203827520965	0.03424567873880656
846.	0.03304744061869242	0.014270544464794236
847.	0.03479933098810785	-0.006149499474922743
848.	0.036486454814254186	-0.02532893635755485
849.	0.03820193584038439	-0.04179054777542504
850.	0.03979872502998339	-0.054400125207444326
851.	0.0409211937741832	-0.06246249641157306
852.	0.04109344285868816	-0.06576629815782092
853.	0.039840232278113834	-0.06457088402829081
854.	0.036807869486673285	-0.05953661417343211
855.	0.031854176229919456	-0.05160827698692323
856.	0.025087495439319974	-0.04186892891384616
857.	0.016850328615752738	-0.03138640668229959
858.	0.007658135710655377	-0.02107597699114565
859.	-0.0018865239333570628	-0.011599593161024638
860.	-0.011182168432330306	-0.0033154770126990357
861.	-0.019701156138510978	0.0037174743198460113
862.	-0.027037741348646855	0.00968579183803154
863.	-0.032930668826964604	0.014931843984331733
864.	-0.03726523386331837	0.01984776481729294
865.	-0.04006140340754068	0.024773524669533427
866.	-0.04145304308933669	0.029917115722669703
867.	-0.0416605590023824	0.035308942666950824
868.	-0.040957466423882274	0.04079487323536101
869.	-0.03963171221622658	0.04606475582480601
870.	-0.037944750235697475	0.050707130583083446
871.	-0.03609398526884841	0.054277408979827524
872.	-0.034185506417873504	0.05636632415722292
873.	-0.03222288211108846	0.05665759423031874
874.	-0.030114268656699198	0.05496758960343924
875.	-0.0276954906080301	0.051264205815321505
876.	-0.024762977821571892	0.045666044355784446
877.	-0.021109057118286204	0.03842565932435651
878.	-0.016553557376770684	0.02990177108226109
879.	-0.010969101200012186	0.020525169781716198
880.	-0.00430098096446352	0.010762042372806393
881.	0.003415751996712338	0.001077278364722381
882.	0.012040427743609571	-0.008100535764207939
883.	0.02131398865166785	-0.016410966897284426
884.	0.030855128734468287	-0.023588644722566183
885.	0.040173269810948535	-0.02948286523017826
886.	0.048704726798014276	-0.0340671213762093
887.	0.05587282017319464	-0.037435982939926525
888.	0.061164615495178494	-0.03978776938629813
889.	0.0642093488025174	-0.041393295311941844
890.	0.06483965288164685	-0.04255332651382064
891.	0.06311858330440907	-0.043549769095286794
892.	0.059323233789935204	-0.044597446462355354
893.	0.053887227832239135	-0.045804088637760476
894.	0.04731581566111601	-0.04714555489139132
895.	0.04009475635762594	-0.04846131228230123
896.	0.03261502933705078	-0.04947208623822372
897.	0.025129472344434887	-0.04981793005273952
898.	0.01774694157620509	-0.049111421332047496
899.	0.010458404816597733	-0.04699797964888858
900.	0.003181485076022054	-0.04321395682534059
901.	-0.00419210146974678	-0.037633455548394666
902.	-0.011757901360054342	-0.03029672636811959
903.	-0.019573015194878488	-0.0214160971421044
904.	-0.027639895592360804	-0.01135908220385347
905.	-0.03589211366068025	-0.000611879554317384
906.	-0.044175741933059086	0.010270766219809676
907.	-0.052225877508676424	0.02072183048909086
908.	-0.05964558856960989	0.030216763949303855
909.	-0.06590038093631152	0.038320184886694614
910.	-0.0703419316233089	0.04471985632565678
911.	-0.07226913710373883	0.049245480310192345
912.	-0.07102392576253505	0.051871827853994586
913.	-0.06610739955099254	0.05270720858213623
914.	-0.05729309213436132	0.051969214788436545
915.	-0.04471189405693602	0.04995022564821189
916.	-0.02888858435363706	0.04697562916657853
917.	-0.010721188785447169	0.04335838427816867
918.	0.008592337969142284	0.03935449694456457
919.	0.02766486290487762	0.03512504712157362
920.	0.045048171949309816	0.03071114530101405
921.	0.05936028559031543	0.026028048127686946
922.	0.06940074294467945	0.020883117382387843
923.	0.07425059367824936	0.01501914778855589
924.	0.07335886257397348	0.008180054028279544
925.	0.06661677370801874	0.00019073485234092236
926.	0.054415222750089066	-0.008961746841755238
927.	0.03767282532920579	-0.019061444722301243
928.	0.01781593690478505	-0.02962712858149303
929.	-0.0033073600086291313	-0.039918766449377426
930.	-0.02358808503693791	-0.048992995867607705
931.	-0.04088423389007295	-0.055805080197358824
932.	-0.05328855666259161	-0.05934571768300937
933.	-0.059393237249922425	-0.05879333850785571
934.	-0.05850198756068824	-0.05365793086618696
935.	-0.05074618465160486	-0.04389212406574203
936.	-0.03707962230414897	-0.029949472090712394
937.	-0.019151549323961584	-0.012777895357547198
938.	0.0009171488078900568	0.0062534960022505226
939.	0.020811592398641186	0.025485463995005623
940.	0.03830489035589579	0.04314010291507007
941.	0.05150106891030391	0.05750975786356903
942.	0.0590109923216988	0.06713907380816882
943.	0.06005224489429005	0.07097839387755243
944.	0.054480032225861674	0.06849228862881117
945.	0.042764923187846846	0.0597141642059014
946.	0.025933496772540362	0.04524514427011635
947.	0.005481915431168493	0.026201490093491795
948.	-0.016735400769642996	0.004118983401614052
949.	-0.03864474434995552	-0.019175166780719878
950.	-0.05812146834363108	-0.04171180380605804
951.	-0.07318241310227723	-0.061539962107602576
952.	-0.08218683227643464	-0.07688745496079903
953.	-0.08402111509773993	-0.08631188226706488
954.	-0.07823881414105675	-0.08883178095573989
955.	-0.06513126080589515	-0.08402728452637426
956.	-0.04571477362519091	-0.07209980614110827
957.	-0.021634977153720515	-0.053881592411342806
958.	0.004997351303292359	-0.03078901304177479
959.	0.03181509645796757	-0.004718269502038009
960.	0.05642150695905419	0.022111549538905075
961.	0.07661086119178973	0.04735629920330451
962.	0.09056521180642743	0.06876743120772706
963.	0.09701526204549402	0.08441284545739329
964.	0.09535688121480912	0.09287349066863271
965.	0.0857153257929009	0.09339272582703496
966.	0.06894855839369149	0.08596018815392864
967.	0.046581968092057634	0.07131931756105139
968.	0.020671748001285795	0.050896686695446405
969.	-0.006396162369694928	0.02666053988987797
970.	-0.032152123223904046	0.0009241079296361678
971.	-0.0543027900013485	-0.02388476527492539
972.	-0.07096779128859165	-0.045463051618309984
973.	-0.08085809964342798	-0.06185633796229931
974.	-0.08337226564165547	-0.07164499456492654
975.	-0.07860389348355239	-0.07407547734552926
976.	-0.0672718043300254	-0.06912555331350011
977.	-0.05059759505127257	-0.057498724170131923
978.	-0.03015978264307417	-0.04054943930693176
979.	-0.0077487315621590554	-0.02014643804939447
980.	0.014765009455836807	0.0015134489253253022
981.	0.035549113608041194	0.02212455719921908
982.	0.05292307807845385	0.03950500316689585
983.	0.06547562586223234	0.05182087394499539
984.	0.07218642493407137	0.057779630731706465
985.	0.07253994547895179	0.05677173054629791
986.	0.06660791599077767	0.04894317761550663
987.	0.0550726866976686	0.03518790683530963
988.	0.03917020458520674	0.017057300079649573
989.	0.020547541429978045	-0.003406053424175331
990.	0.0010512941832935818	-0.023893294909818744
991.	-0.017517357911009872	-0.042087366063457816
992.	-0.03363440136355949	-0.055923146595841675
993.	-0.046226940610196575	-0.0638173212601844
994.	-0.0547590253355003	-0.06483913332162199
995.	-0.059221063678349825	-0.05880112715163865
996.	-0.060037268550650245	-0.046260195663820954
997.	-0.05792205720537857	-0.028431879305244975
998.	-0.0537221758816779	-0.007032759419147218
999.	-0.0482762062448565	0.015925062111760816
1000.	-0.042310509176523466	0.03835845540055691
