u	RehDH	RehDHgeo
238.	-0.02525654979312895	0.008100988696848417
239.	-0.021834736743799193	0.013887742513151249
240.	-0.018660015638851696	0.01844060752737104
241.	-0.015557872808700957	0.021859015046765688
242.	-0.012284878700771558	0.024343377874187642
243.	-0.008577309575429175	0.026161621650835045
244.	-0.0042067729917315555	0.027608315164208478
245.	0.0009693679039004117	0.028959579715134406
246.	0.006972588170147082	0.030428012809678256
247.	0.013687623022280881	0.0321230137688119
248.	0.020866252282926566	0.03402266377678632
249.	0.028146535425472578	0.03596313330142662
250.	0.035082886304441466	0.03765004663885349
251.	0.04118384719567525	0.03869324104523201
252.	0.04595640030165477	0.0386622748954135
253.	0.048956313975710895	0.037155645085688034
254.	0.049842348492453815	0.03387300523768945
255.	0.04842852822681328	0.02867775924583828
256.	0.04472481692149192	0.021637956547279114
257.	0.038954677921900896	0.013036605058795407
258.	0.03153994857906705	0.00334786206865235
259.	0.02304960284235458	-0.006817999219044228
260.	0.014117965769573292	-0.016791820443054155
261.	0.005347050115970034	-0.02593153295675714
262.	-0.0027862269028430327	-0.03370173202783968
263.	-0.009996480771188082	-0.039733145895668925
264.	-0.016213824681401694	-0.04385252491342574
265.	-0.021559301627179055	-0.04607950156157505
266.	-0.0262776414679563	-0.0465934078153037
267.	-0.03064354324528232	-0.04567846007007061
268.	-0.03486361613171629	-0.043659028792933735
269.	-0.03899628000803359	-0.040837368219511026
270.	-0.04290675303783143	-0.03744432304110742
271.	-0.04626561152556579	-0.03360986178222478
272.	-0.048589841628276544	-0.029355858934326316
273.	-0.049317151223308826	-0.024609443419816822
274.	-0.0478990635916168	-0.019232281532521885
275.	-0.04389640815563123	-0.013059760057053687
276.	-0.037061852749748936	-0.005944087211142889
277.	-0.027397285125303993	0.002203641625848463
278.	-0.015178359566740726	0.011376017930848126
279.	-0.0009437799464683405	0.021439072528569806
280.	0.014547605044332735	0.03211131017449027
281.	0.030383698259401404	0.04295431926982664
282.	0.045578032135686085	0.05337772528523076
283.	0.05914721584366407	0.06266147877007934
284.	0.07017542286551919	0.0699978940293182
285.	0.07785964909206353	0.07455413464630176
286.	0.08153698890893123	0.07555296948466741
287.	0.08070264606174371	0.07236597787002286
288.	0.07503190593157717	0.06460967008326242
289.	0.06441837338675405	0.05223208134288888
290.	0.049033531493662845	0.03557612402460798
291.	0.029400537756956686	0.015406921851637891
292.	0.006461867939087847	-0.007106331071988913
293.	-0.01838903455938903	-0.030458055572295792
294.	-0.043342910777021654	-0.05292088371198475
295.	-0.06629751901347501	-0.07269757928008165
296.	-0.08506930885729898	-0.08809466289586838
297.	-0.09767034431529824	-0.09769806315707824
298.	-0.10260432402065126	-0.10052976038252026
299.	-0.09912264313239837	-0.09616600700812286
300.	-0.08738333928379842	-0.0848020583012132
301.	-0.06847331618504549	-0.06725473501446794
302.	-0.04428338137331061	-0.044901562349760366
303.	-0.01725844328389308	-0.019562573759001087
304.	0.00992765466535455	0.006662877856296781
305.	0.03470944526869824	0.03158752856957542
306.	0.05491924400599888	0.05313680503802018
307.	0.06898681397339546	0.06953948151589127
308.	0.07603414762348021	0.0794909442712216
309.	0.07587645382449608	0.08227460308036955
310.	0.06895801593054747	0.0778307706739817
311.	0.05625591669514739	0.066766529036017
312.	0.039176203172251546	0.05030452466202763
313.	0.019451080621492017	0.030173245951975847
314.	-0.0009700557702695265	0.008446145592286932
315.	-0.02005123318370429	-0.012658104702829326
316.	-0.03583446576125772	-0.030997202484781692
317.	-0.04663681695708436	-0.044727643092609126
318.	-0.05125954220294611	-0.05250455224528203
319.	-0.04917255705255132	-0.05363543388040673
320.	-0.04063100054853316	-0.04816732107580566
321.	-0.026687880715667956	-0.03689303945399837
322.	-0.009086589873244153	-0.021271363328830974
323.	0.009956256260781867	-0.0032667132957122846
324.	0.028041937215257395	0.01487487618523696
325.	0.04290294415505713	0.03088734354493927
326.	0.05268450400198804	0.04275147881396385
327.	0.05615173049068707	0.04893333337987367
328.	0.052800215570562345	0.04856392256096775
329.	0.04287004707508375	0.041538037403216974
330.	0.02728021874449665	0.02852123544745142
331.	0.007507994028298077	0.01086662419431086
332.	-0.014564101905468387	-0.009545200814033787
333.	-0.03681873551486625	-0.03052058650940316
334.	-0.05708485468111217	-0.04979389645142011
335.	-0.07332624621493222	-0.06526654995689318
336.	-0.08383147551975681	-0.07521830266490379
337.	-0.08739119319976991	-0.07847088436764746
338.	-0.08344027195860626	-0.07449146980949217
339.	-0.07213840625450686	-0.06343097557662632
340.	-0.054367388254171145	-0.046098780341538206
341.	-0.0316366297194453	-0.02388055215457816
342.	-0.005907235183244331	0.0013906768564211503
343.	0.020636917234510842	0.027597951326288474
344.	0.04583128899983093	0.0525249227942314
345.	0.06774565340186306	0.07404734557463119
346.	0.08484198894680758	0.09031700239790953
347.	0.09606283928520501	0.09992347380352894
348.	0.10085592016642712	0.10201980092695816
349.	0.09915340960538352	0.09639984687398126
350.	0.09132758941686715	0.08351839458922244
351.	0.0781384227032225	0.06444982778873772
352.	0.060677161463023745	0.04078734707550827
353.	0.04029918277626745	0.014491400376340544
354.	0.018534482902741515	-0.012297622683883442
355.	-0.00303168395902883	-0.03746246196365206
356.	-0.022903967883388752	-0.05910535180585347
357.	-0.03982959483220282	-0.07571574270832394
358.	-0.05292973459732352	-0.08629110878037317
359.	-0.061779210597931	-0.0903988854721041
360.	-0.0664135184370235	-0.08817555451707493
361.	-0.0672598832414267	-0.0802672063587354
362.	-0.06500937885446101	-0.06772318665843902
363.	-0.060462793315574664	-0.05185951433935114
364.	-0.05438832450748486	-0.03411093967015015
365.	-0.04742243858086461	-0.015889674722391618
366.	-0.040028927619799114	0.0015345566205760643
367.	-0.032511455623402734	0.01712351728486962
368.	-0.025058898431419025	0.030124383802420336
369.	-0.017796116150783546	0.04008941395997893
370.	-0.01081723551206964	0.046865753369026625
371.	-0.004191496269010885	0.05056170275789313
372.	0.0020525703437847403	0.05149619049807064
373.	0.007947070226774322	0.05013763736551833
374.	0.013588200365326505	0.04703753268021519
375.	0.019109544903359973	0.04276343903738867
376.	0.024625400493448225	0.037836090390690136
377.	0.030159357172296092	0.03267564335963988
378.	0.03558325925706424	0.027562541502243396
379.	0.04059212255644938	0.02261824333112517
380.	0.04473097015675716	0.017809705950298765
381.	0.047473150889705176	0.012978776805122149
382.	0.04833240620288664	0.007893758475876367
383.	0.046978972064882184	0.0023160799049072155
384.	0.04332756807143169	-0.003928741051111429
385.	0.037572968754278506	-0.01088874700516693
386.	0.0301640807017443	-0.018444325975539414
387.	0.021724766266077323	-0.02629754265733783
388.	0.012943390634960514	-0.03399599528590386
389.	0.004459212201118204	-0.040988474420762484
390.	-0.0032288028824919157	-0.04670317630902684
391.	-0.009814466207734171	-0.0506343779116562
392.	-0.015194051914885407	-0.05242147490934116
393.	-0.019439886622109905	-0.051905634366089325
394.	-0.022750969147188004	-0.04915374724194058
395.	-0.02539486592354111	-0.04444588253765143
396.	-0.027652104553308354	-0.03822956935007465
397.	-0.029769489550535884	-0.031050387530435
398.	-0.03192458151724063	-0.023472241476546456
399.	-0.0342014226723111	-0.016001625002900484
400.	-0.0365774773096683	-0.009028187008973615
401.	-0.03892260172125059	-0.002789678697680616
402.	-0.04101124038029492	0.002635948972030165
403.	-0.04254802818803873	0.00731365277573107
404.	-0.043204606419317663	0.011415832510764015
405.	-0.04266269739487287	0.015176506074208675
406.	-0.04065667078871821	0.018843369433000585
407.	-0.037008956576451583	0.022634473569829824
408.	-0.03165379799057331	0.026703906255774814
409.	-0.02464809308141444	0.031118467896202158
410.	-0.016170992875910506	0.03584548830798099
411.	-0.006515229286074526	0.04075094006529796
412.	0.003927599663439918	0.04560680751303479
413.	0.01468768206499853	0.050106936733993884
414.	0.025245476085225007	0.05389086655422381
415.	0.0350702002051228	0.05657502458562211
416.	0.04366821465362388	0.05778996490795172
417.	0.05063676590059024	0.05722109465191363
418.	0.05571374307853852	0.054648905227866015
419.	0.058811193877993044	0.049983561739124084
420.	0.060021299394537264	0.043288289024123704
421.	0.05958889289686198	0.03478666005143926
422.	0.05785320828500442	0.024850723924526176
423.	0.05517064178857168	0.013969691116146061
424.	0.05183665937735324	0.002702143252413611
425.	0.04802608520867283	-0.008382188755985535
426.	0.04376617073176382	-0.01876279318535594
427.	0.03894756000319562	-0.028021730757170293
428.	0.03336771384595231	-0.035881569323022514
429.	0.026793203495714873	-0.04222183160171546
430.	0.01902425762123297	-0.047071411354688786
431.	0.009947737287631334	-0.05057848193827553
432.	-0.00042829522605509514	-0.05296326521130521
433.	-0.011957311226259891	-0.054461915232762566
434.	-0.024347899756893256	-0.05527116006092928
435.	-0.037161279240487635	-0.05550300548898934
436.	-0.04981028046476531	-0.05515686222294686
437.	-0.06156445535438747	-0.05411335925466185
438.	-0.07157200953467151	-0.05215050712614132
439.	-0.07891066749900022	-0.048979480557497915
440.	-0.08267452936563609	-0.044294685624066195
441.	-0.08209332446248677	-0.03783129547027053
442.	-0.07666762570763497	-0.029423104079423893
443.	-0.06629333804520418	-0.01905410805730047
444.	-0.051345421983133584	-0.0068982705104716074
445.	-0.03269644758549854	0.0066569592808246435
446.	-0.01165910606200806	0.0210068504614845
447.	0.010140778651250713	0.03534802003872355
448.	0.030938430186647707	0.04872131434436758
449.	0.04902007899483728	0.060079394837929664
450.	0.06289744748328699	0.06837723404947282
451.	0.07144414564916612	0.07268048086481109
452.	0.07398462914524835	0.07228267381686763
453.	0.07033889574316285	0.06681826618267231
454.	0.06083313386119947	0.05635540329587155
455.	0.046285897692470074	0.04145147085467898
456.	0.02797234121332772	0.023156488519941235
457.	0.007559842980594276	0.0029547873977946565
458.	-0.012997527516940149	-0.017356332101106348
459.	-0.03161642536769045	-0.03584229982299816
460.	-0.04629340706418182	-0.05064277020323007
461.	-0.05534848752717424	-0.06019251337289413
462.	-0.05766783080942854	-0.06342130627397932
463.	-0.05289884478620353	-0.05990337289692204
464.	-0.041551379929927176	-0.04993295850922483
465.	-0.02497291536905861	-0.034512850726020436
466.	-0.005190737886320305	-0.015255307052977634
467.	0.015356568841978118	0.005792358163147535
468.	0.034151009732763825	0.026374611717685723
469.	0.04892982105566045	0.04427731069188063
470.	0.05796438365690785	0.057568564587139846
471.	0.060241330277603866	0.06480229457151472
472.	0.05552889479992886	0.06516276650599381
473.	0.04433742507137385	0.05853750080704253
474.	0.02780203762812921	0.04551559248911405
475.	0.007523006994151043	0.027317018277667384
476.	-0.014604653259705402	0.00566488804472643
477.	-0.03655308592458442	-0.017383600635591644
478.	-0.05630963130102471	-0.03963031930618721
479.	-0.07201556096080228	-0.05893661206114557
480.	-0.08210218298519788	-0.073415377257755
481.	-0.08542534735699535	-0.0816008883937673
482.	-0.08138924799519064	-0.0825840517535576
483.	-0.07004090957199931	-0.0761024909697469
484.	-0.0521126256456405	-0.0625769367325232
485.	-0.028993406742195575	-0.04308832907794373
486.	-0.002621585214755794	-0.01929413601844484
487.	0.02469427682568977	0.006712330890630316
488.	0.05050483470790394	0.032589765877699475
489.	0.07246921836918105	0.055967995050525084
490.	0.0885914981674881	0.074677479731761
491.	0.09741639856781902	0.08696536748547276
492.	0.09816510247470905	0.09167421191589245
493.	0.09080164725686972	0.08836265532259244
494.	0.0760283146813159	0.07735353114258038
495.	0.055213620187364594	0.05970320083256673
496.	0.030259817022460014	0.03709527470997531
497.	0.0034199955783697756	0.011670773307048023
498.	-0.022920682796602428	-0.014186050943075519
499.	-0.046479260095626994	-0.038082566791856044
500.	-0.0652988710608183	-0.057848362417821986
501.	-0.0779338435313764	-0.07173847307242176
502.	-0.08357065501150186	-0.07859042367647236
503.	-0.08206891677876817	-0.07792215671039746
504.	-0.07392101448276536	-0.06996439619309569
505.	-0.06014461556139536	-0.055627222402500995
506.	-0.04213414759452377	-0.03640603532151332
507.	-0.021501604885448982	-0.014236440892347433
508.	0.00006774341126890772	0.008689047438060269
509.	0.020931051500602947	0.030127056809332642
510.	0.03957556223460658	0.047994850579617526
511.	0.05468966439122918	0.060568820417589604
512.	0.06523174740146996	0.06665137214362764
513.	0.0705050502180814	0.065688904393278
514.	0.07023390959837038	0.057826802827741344
515.	0.06462310737196665	0.04389277714511397
516.	0.05437395995682337	0.025307295280326908
517.	0.04063317588853193	0.003928624916763715
518.	0.024864230129911697	-0.01815112646303427
519.	0.008652407728879643	-0.038835099987151615
520.	-0.006523358736649395	-0.05624747577339086
521.	-0.019504226386625165	-0.06892707467401968
522.	-0.029602012764291252	-0.07596397091169646
523.	-0.03665163200163468	-0.07706253881288422
524.	-0.04095537660426114	-0.07252542152160006
525.	-0.04313742983392488	-0.06316487965309305
526.	-0.04394981974871244	-0.05015867265844008
527.	-0.04408112505253656	-0.03487509276123459
528.	-0.044013863660990624	-0.018694717773130476
529.	-0.04395816230499315	-0.0028545219126371517
530.	-0.04386476216460308	0.011666171297203215
531.	-0.043498060146733686	0.024207324133320853
532.	-0.042536708530343734	0.0344365815837898
533.	-0.04066847969144866	0.04231224015888715
534.	-0.03765616323990907	0.048014611593469536
535.	-0.03336698596042886	0.05186219799824262
536.	-0.027772767946767765	0.05422829688991892
537.	-0.02093631269971924	0.05547021286640766
538.	-0.012999158874670711	0.055878369818223236
539.	-0.004178380806890491	0.05564760304245609
540.	0.005229992743001611	0.05486885066820203
541.	0.014851031806819426	0.05353699083854204
542.	0.02424608596483637	0.05156978240762482
543.	0.032949563351500344	0.04883339630108801
544.	0.0405243093688445	0.04517122920127701
545.	0.04662322207762584	0.0404338877450884
546.	0.05103981293336669	0.03450891141959081
547.	0.053732306110192946	0.027348766928362533
548.	0.054813980218060616	0.018995032865092926
549.	0.0545135284766402	0.009595894890430208
550.	0.053118736104460586	-0.0005864120377176487
551.	0.05092093128230675	-0.011181314835665316
552.	0.04817495688203289	-0.021730639993326757
553.	0.045081255070695686	-0.03172413455846414
554.	0.04178675185766807	-0.040646884273952466
555.	0.03839393032908064	-0.04803313783410921
556.	0.034965921768968254	-0.05351910601288332
557.	0.03152017895539342	-0.05688656012073116
558.	0.028012061004431977	-0.0580898049504966
559.	0.024318335067908033	-0.05726083054835202
560.	0.020234981967472008	-0.05469081145497168
561.	0.015501316321838534	-0.05079001501822828
562.	0.0098536893731832	-0.04603185710095201
563.	0.003100115292586354	-0.04088957947783573
564.	-0.004803216355823647	-0.03577527214643449
565.	-0.013697021302278038	-0.03099047899361653
566.	-0.02320533450607837	-0.02669551597428771
567.	-0.03277193067590697	-0.02290133862409652
568.	-0.041740714222717475	-0.019483993865921933
569.	-0.049460814276297005	-0.01621813080907911
570.	-0.055389996254518556	-0.01282338340942019
571.	-0.05917135271993884	-0.009016090704181955
572.	-0.06066733664454926	-0.004558880939141351
573.	-0.05994857814344954	0.0006981125250702484
574.	-0.057247755186372214	0.006788671765522365
575.	-0.052896747220089683	0.01361667680107474
576.	-0.04726615684703481	0.020957319838729137
577.	-0.04072060982742266	0.028472312967610457
578.	-0.03359400516867035	0.03573729263759385
579.	-0.026180134778504106	0.04227919809605481
580.	-0.018729294759763825	0.04762098816053034
581.	-0.011442214947364741	0.05133039876825443
582.	-0.004457962695349071	0.053068467660316886
583.	0.0021603751763689563	0.052632465814508464
584.	0.008432950548446342	0.04998711759772606
585.	0.01445296687264234	0.04527810436559963
586.	0.020352760416359278	0.03882327196067506
587.	0.02624782083318133	0.031079843086130272
588.	0.032169296606289685	0.022589979561702545
589.	0.03800196723895644	0.013911515234159313
590.	0.04344618354922086	0.005544552956246366
591.	0.04801817063815262	-0.002133193122623052
592.	0.051094587303662925	-0.00890974587254728
593.	0.051996953209322905	-0.014751450124131517
594.	0.05010246383163496	-0.019780851800409477
595.	0.04496210343587424	-0.02422280221384071
596.	0.036405783991216585	-0.028328481142501142
597.	0.024617014915933422	-0.03229212826879925
598.	0.010164931973726723	-0.036177456045237866
599.	-0.0060122384563938746	-0.0398693815267756
600.	-0.02267221573965584	-0.043062064933018326
601.	-0.038376875393188604	-0.04528725863646725
602.	-0.05163367431176346	-0.045979169968178246
603.	-0.061056130483266226	-0.0445651059828499
604.	-0.0655255968804226	-0.04056653159787865
605.	-0.06433431085742998	-0.033693683134842174
606.	-0.057289889684020635	-0.023918626647661863
607.	-0.0447650107056412	-0.01151599241240081
608.	-0.02768309849418341	0.002933606214832955
609.	-0.0074404131975881905	0.018576594944690425
610.	0.014225090123131293	0.03435024821238977
611.	0.035399905907541995	0.04906867344057528
612.	0.05417421893984603	0.061521373632950876
613.	0.06881357876601014	0.0705754078310831
614.	0.0779075959592934	0.07527366196747555
615.	0.08048720610912186	0.07492331512901954
616.	0.07610792205709135	0.06916963081733064
617.	0.06489916268028847	0.05805048715152541
618.	0.047578689852423466	0.04202678059320466
619.	0.025427796693230777	0.021983533497184342
620.	0.00021995755775432442	-0.0008031072992814174
621.	-0.025903821977817237	-0.02473618476664463
622.	-0.05061389674714745	-0.04800562487668646
623.	-0.07161530861835777	-0.06872887638155215
624.	-0.08689281353717856	-0.08511482926821311
625.	-0.09494409641801073	-0.09563633247558612
626.	-0.09496339464728432	-0.09919293179239964
627.	-0.08694266300510403	-0.09524402166237886
628.	-0.07167125894686666	-0.0838940504112496
629.	-0.05063456561674083	-0.06591582044618621
630.	-0.025831553093834943	-0.04270480417450436
631.	0.0004546961713908125	-0.01616578740282594
